name,genre,score,director,actor_2_name,actor_1_name,gross,budget
Max Keeble's Big Move,Comedy,5.4,Tim Hill,Amber Valletta,Noel Fisher,18634654.0,12000000.0
Wasabi,Action,6.7,Gérard Krawczyk,Ryôko Hirosue,Carole Bouquet,10366360.0,15300000.0
Soul Survivors,Horror,3.9,Stephen Carpenter,Angela Featherstone,Melissa Sagemiller,4299141.0,14000000.0
Black Knight,Adventure,4.9,Gil Junger,Marsha Thomason,Tom Wilkinson,39976235.0,50000000.0
The Shipping News,Drama,6.7,Lasse Hallström,Scott Glenn,Kevin Spacey,24690441.0,35000000.0
Kissing Jessica Stein,Comedy,6.5,Charles Herman-Wurmfeld,Jennifer Westfeldt,Scott Cohen,10013424.0,1000000.0
Antitrust,Action,6.1,Peter Howitt,Richard Roundtree,Tyler Labine,18195610.0,30000000.0
Just Visiting,Adventure,5.8,Jean-Marie Poiré,Matt Ross,Bridgette Wilson-Sampras,16176732.0,40000000.0
Monsoon Wedding,Comedy,7.4,Mira Nair,Randeep Hooda,Naseeruddin Shah,30787356.0,7000000.0
L.I.E.,Crime,7.1,Michael Cuesta,Bruce Altman,Adam LeFevre,1846059.0,700000.0
The Wash,Comedy,4.8,DJ Pooh,Dr. Dre,Angell Conwell,10229331.0,4000000.0
Say It Isn't So,Comedy,5.0,J.B. Rogers,Chris Klein,Eddie Cibrian,12320393.0,25000000.0
Texas Rangers,Action,5.2,Steve Miner,Usher Raymond,Tom Skerritt,763740.0,38000000.0
What's the Worst That Could Happen?,Comedy,5.5,Sam Weisman,Larry Miller,Bernie Mac,38464131.0,45000000.0
Head Over Heels,Comedy,5.5,Mark Waters,Ivana Milicevic,Monica Potter,13127022.0,14000000.0
Glitter,Drama,2.3,Vondie Curtis-Hall,Max Beesley,Mariah Carey,5271666.0,22000000.0
Down to Earth,Comedy,5.4,Chris Weitz,Mark Addy,Chazz Palminteri,71186502.0,30000000.0
See Spot Run,Action,5.4,John Whitesell,Angus T. Jones,Leslie Bibb,43057552.0,35000000.0
Two Can Play That Game,Comedy,6.2,Mark Brown,Vivica A. Fox,Mo'Nique,22391450.0,6000000.0
Impostor,Drama,6.2,Gary Fleder,Mekhi Phifer,Gary Dourdan,8694320.0,40000000.0
Metropolis,Animation,7.2,Rintaro,Gustav Fröhlich,Brigitte Helm,4035192.0,6000000.0
Lovely & Amazing,Comedy,6.8,Nicole Holofcener,Brenda Blethyn,Aunjanue Ellis,4677852.0,250000.0
Corky Romano,Comedy,4.7,Rob Pritts,Vinessa Shaw,Vincent Pastore,25272752.0,11000000.0
Recess: School's Out,Animation,6.6,Chuck Sheetz,Andrew Lawrence,Diedrich Bader,44460850.0,23000000.0
The Other Side of Heaven,Adventure,6.4,Mitch Davis,Nathaniel Lees,Anne Hathaway,4760014.0,7000000.0
Novocaine,Comedy,5.8,David Atkins,Lynne Thigpen,Chelcie Ross,2534372.0,6000000.0
The Curse of the Jade Scorpion,Comedy,6.7,Woody Allen,Elizabeth Berkley,Woody Allen,18914307.0,26000000.0
Spider-Man,Action,7.3,Sam Raimi,James Franco,J.K. Simmons,825025036.0,139000000.0
The Sum of All Fears,Action,6.4,Phil Alden Robinson,Bruce McGill,Morgan Freeman,193921372.0,68000000.0
8 Mile,Drama,7.1,Curtis Hanson,Omar Benson Miller,Mekhi Phifer,242875078.0,41000000.0
The Pianist,Biography,8.5,Roman Polanski,Frank Finlay,Emilia Fox,120072577.0,35000000.0
Harry Potter and the Chamber of Secrets,Adventure,7.4,Chris Columbus,Rupert Grint,Daniel Radcliffe,879602366.0,100000000.0
The Lord of the Rings: The Two Towers,Action,8.7,Peter Jackson,Orlando Bloom,Christopher Lee,947495095.0,94000000.0
Road to Perdition,Crime,7.7,Sam Mendes,Jennifer Jason Leigh,Tom Hanks,181001478.0,80000000.0
Resident Evil,Action,6.7,Paul W.S. Anderson,Jaymes Butler,Milla Jovovich,102984862.0,33000000.0
Catch Me If You Can,Biography,8.1,Steven Spielberg,Tom Hanks,Leonardo DiCaprio,352114312.0,52000000.0
28 Days Later...,Drama,7.6,Danny Boyle,Megan Burns,Noah Huntley,85720385.0,8000000.0
City of God,Crime,8.6,Fernando Meirelles,Seu Jorge,Alice Braga,30680793.0,3300000.0
Signs,Drama,6.7,M. Night Shyamalan,Merritt Wever,Rory Culkin,408247917.0,72000000.0
The Bourne Identity,Action,7.9,Doug Liman,Josh Hamilton,Matt Damon,214034224.0,60000000.0
Star Wars: Episode II - Attack of the Clones,Action,6.5,George Lucas,Christopher Lee,Natalie Portman,653779970.0,115000000.0
Secretary,Comedy,7.0,Steven Shainberg,Stephen McHattie,Jeremy Davies,9304609.0,4000000.0
Scooby-Doo,Adventure,5.1,Raja Gosnell,Linda Cardellini,Sarah Michelle Gellar,275650703.0,84000000.0
Reign of Fire,Action,6.2,Rob Bowman,Gerard Butler,Christian Bale,82150183.0,60000000.0
Minority Report,Action,7.6,Steven Spielberg,Frank Grillo,Tom Cruise,358372926.0,102000000.0
Austin Powers in Goldmember,Action,6.2,Jay Roach,Josh Zuckerman,Verne Troyer,296938801.0,63000000.0
Red Dragon,Crime,7.2,Brett Ratner,Anthony Hopkins,Philip Seymour Hoffman,209196298.0,78000000.0
Gangs of New York,Crime,7.5,Martin Scorsese,Liam Neeson,Leonardo DiCaprio,193772504.0,100000000.0
The Importance of Being Earnest,Comedy,6.8,Oliver Parker,Tom Wilkinson,Colin Firth,18009625.0,15000000.0
Sweet Home Alabama,Comedy,6.2,Andy Tennant,Mary Lynn Rajskub,Ethan Embry,180622424.0,38000000.0
The Count of Monte Cristo,Action,7.7,Kevin Reynolds,James Frain,Henry Cavill,75395048.0,35000000.0
Adaptation.,Comedy,7.7,Spike Jonze,Meryl Streep,Nicolas Cage,32801173.0,19000000.0
Unfaithful,Drama,6.7,Adrian Lyne,Erik Per Sullivan,Olivier Martinez,119137784.0,50000000.0
Ice Age,Animation,7.5,Chris Wedge,Stephen Root,Goran Visnjic,383257136.0,59000000.0
Panic Room,Crime,6.8,David Fincher,Dwight Yoakam,Kristen Stewart,197079546.0,48000000.0
Men in Black II,Action,6.2,Barry Sonnenfeld,Rosario Dawson,Will Smith,445135288.0,140000000.0
Lilo & Stitch,Animation,7.3,Dean DeBlois,Jason Scott Lee,Tia Carrere,273144151.0,80000000.0
Chicago,Comedy,7.2,Rob Marshall,Chita Rivera,Colm Feore,306776732.0,45000000.0
A Walk to Remember,Drama,7.3,Adam Shankman,Peter Coyote,Lauren German,47494916.0,11000000.0
Treasure Planet,Animation,7.2,Ron Clements,Martin Short,Joseph Gordon-Levitt,110041363.0,140000000.0
My Big Fat Greek Wedding,Comedy,6.6,Joel Zwick,Louis Mandylor,Nia Vardalos,368744044.0,5000000.0
We Were Soldiers,Action,7.2,Randall Wallace,Marc Blucas,Jon Hamm,115374915.0,75000000.0
The Sweetest Thing,Comedy,5.2,Roger Kumble,Lillian Adams,Judith Chapman,69319426.0,43000000.0
xXx,Action,5.9,Rob Cohen,Eve,Vin Diesel,277448382.0,70000000.0
Equilibrium,Action,7.4,Kurt Wimmer,Emily Watson,Christian Bale,5368217.0,20000000.0
The Scorpion King,Action,5.5,Chuck Russell,Roger Rees,Dwayne Johnson,180630907.0,60000000.0
Punch-Drunk Love,Comedy,7.3,Paul Thomas Anderson,Emily Watson,Adam Sandler,24675714.0,25000000.0
Die Another Day,Action,6.1,Lee Tamahori,Colin Salmon,Toby Stephens,431971116.0,142000000.0
The Time Machine,Action,6.0,Simon Wells,Alan Young,Mark Addy,123729176.0,80000000.0
Bend It Like Beckham,Comedy,6.6,Gurinder Chadha,Parminder Nagra,Archie Panjabi,76585828.0,3500159.0
The Transporter,Action,6.8,Louis Leterrier,Qi Shu,Jason Statham,43928932.0,21000000.0
Blue Crush,Drama,5.7,John Stockwell,Mika Boorem,Faizon Love,51843679.0,30000000.0
Ghost Ship,Horror,5.5,Steve Beck,Ron Eldard,Isaiah Washington,68349884.0,35000000.0
Maid in Manhattan,Comedy,5.3,Wayne Wang,Frances Conroy,Bob Hoskins,154906693.0,55000000.0
Spirit: Stallion of the Cimarron,Animation,7.2,Kelly Asbury,Charles Napier,Matt Damon,122563539.0,80000000.0
Blade II,Action,6.7,Guillermo del Toro,Thomas Kretschmann,Norman Reedus,155010032.0,54000000.0
Frida,Biography,7.4,Julie Taymor,Roger Rees,Salma Hayek,56298474.0,12000000.0
Phone Booth,Crime,7.0,Joel Schumacher,John Enos III,Radha Mitchell,97837138.0,13000000.0
About a Boy,Comedy,7.1,Chris Weitz,Christopher Webster,Sharon Small,130549455.0,30000000.0
Confessions of a Dangerous Mind,Biography,7.0,George Clooney,David Julian Hirsh,Dick Clark,33013805.0,29000000.0
Kung Pow: Enter the Fist,Action,6.2,Steve Oedekerk,Simon Rhee,Steve Oedekerk,16994625.0,10000000.0
Star Trek: Nemesis,Action,6.4,Stuart Baird,LeVar Burton,Tom Hardy,67336470.0,60000000.0
Eight Legged Freaks,Action,5.4,Ellory Elkayem,Doug E. Doug,Scarlett Johansson,45867333.0,30000000.0
Queen of the Damned,Drama,5.3,Michael Rymer,Lena Olin,Aaliyah,45479110.0,35000000.0
Femme Fatale,Crime,6.2,Brian De Palma,Gregg Henry,Peter Coyote,16838910.0,35000000.0
The Hours,Drama,7.5,Stephen Daldry,Stephen Dillane,Meryl Streep,108846072.0,25000000.0
40 Days and 40 Nights,Comedy,5.6,Michael Lehmann,Vinessa Shaw,Emmanuelle Vaugier,95146283.0,17000000.0
One Hour Photo,Drama,6.8,Mark Romanek,Gary Cole,Robin Williams,52223306.0,12000000.0
The New Guy,Comedy,5.9,Ed Decter,Eddie Griffin,Zooey Deschanel,31167388.0,13000000.0
Mr. Deeds,Comedy,5.8,Steven Brill,Adam Sandler,Steve Buscemi,171269535.0,50000000.0
John Q,Crime,7.1,Nick Cassavetes,Laura Harring,Denzel Washington,102244770.0,36000000.0
25th Hour,Drama,7.6,Spike Lee,Rosario Dawson,Philip Seymour Hoffman,23932055.0,15000000.0
Solaris,Drama,6.2,Steven Soderbergh,Anatoliy Solonitsyn,Donatas Banionis,30002758.0,1000000.0
Like Mike,Comedy,5.3,John Schultz,Robert Forster,Brenda Song,62274780.0,30000000.0
The Rules of Attraction,Comedy,6.6,Roger Avary,Faye Dunaway,Ian Somerhalder,11832822.0,4000000.0
I Spy,Action,5.4,Betty Thomas,Phill Lewis,Gary Cole,51386477.0,70000000.0
The Mothman Prophecies,Drama,6.4,Mark Pellington,Will Patton,Debra Messing,55305279.0,32000000.0
Antwone Fisher,Biography,7.3,Denzel Washington,Kevin Connolly,Denzel Washington,23367586.0,12500000.0
The Good Girl,Drama,6.4,Miguel Arteta,Zooey Deschanel,Jake Gyllenhaal,16860964.0,5000000.0
Spun,Comedy,6.8,Jonas Åkerlund,Nicholas Gonzalez,Patrick Fugit,685608.0,2000000.0
Enough,Crime,5.8,Michael Apted,Jeff Kober,Bill Cobbs,51806184.0,38000000.0
High Crimes,Crime,6.4,Carl Franklin,Adam Scott,Morgan Freeman,63781810.0,42000000.0
Two Weeks Notice,Comedy,6.1,Marc Lawrence,Alicia Witt,Dorian Missick,199043471.0,60000000.0
Death to Smoochy,Comedy,6.3,Danny DeVito,Vincent Schiavelli,Robin Williams,8382938.0,55000000.0
The Four Feathers,Action,6.5,Shekhar Kapur,Lucy Gordon,Djimon Hounsou,29882645.0,35000000.0
Better Luck Tomorrow,Crime,7.0,Justin Lin,Jason Tobin,Parry Shen,3809226.0,250000.0
Big Fat Liar,Adventure,5.5,Shawn Levy,Donald Faison,Frankie Muniz,52970014.0,15000000.0
About Schmidt,Comedy,7.1,Alexander Payne,June Squibb,Hope Davis,105834556.0,30000000.0
The Master of Disguise,Adventure,3.3,Perry Andelin Blake,Kenan Thompson,Jennifer Esposito,43411001.0,16000000.0
Drumline,Comedy,5.9,Charles Stone III,Nick Cannon,Leonard Roberts,57588485.0,20000000.0
Halloween: Resurrection,Horror,4.0,Rick Rosenthal,Thomas Ian Nicholas,Jamie Lee Curtis,37664855.0,15000000.0
Windtalkers,Action,6.1,John Woo,Roger Willie,Nicolas Cage,77628265.0,115000000.0
Friday After Next,Comedy,5.8,Marcus Raboy,Mike Epps,John Witherspoon,33526835.0,20000000.0
Eye See You,Crime,5.3,Jim Gillespie,Tom Berenger,Sylvester Stallone,6632383.0,55000000.0
Undercover Brother,Action,5.9,Malcolm D. Lee,Eddie Griffin,Dave Chappelle,41604473.0,25000000.0
Spy Kids 2: Island of Lost Dreams,Action,5.2,Robert Rodriguez,Alexa PenaVega,Steve Buscemi,119723358.0,38000000.0
Tuck Everlasting,Drama,6.6,Jay Russell,Sissy Spacek,William Hurt,19344615.0,15000000.0
Murder by Numbers,Crime,6.2,Barbet Schroeder,Chris Penn,Ryan Gosling,56714147.0,50000000.0
Hart's War,Drama,6.3,Gregory Hoblit,Cole Hauser,Bruce Willis,32287044.0,60000000.0
Swept Away,Comedy,3.6,Guy Ritchie,Jeanne Tripplehorn,Bruce Greenwood,1036520.0,10000000.0
May,Comedy,6.6,Lucky McKee,Will Estes,James Duval,264349.0,500000.0
Dragonfly,Drama,6.1,Tom Shadyac,Susanna Thompson,Joe Morton,52323400.0,60000000.0
Juwanna Mann,Comedy,4.6,Jesse Vaughan,Jenifer Lewis,Vivica A. Fox,13802599.0,15600000.0
Divine Secrets of the Ya-Ya Sisterhood,Drama,6.1,Callie Khouri,Fionnula Flanagan,Ellen Burstyn,73839240.0,27000000.0
Dirty Pretty Things,Crime,7.3,Stephen Frears,Benedict Wong,Sophie Okonedo,13904766.0,10000000.0
The Tuxedo,Action,5.4,Kevin Donovan,Debi Mazar,Romany Malco,104391623.0,60000000.0
Swimfan,Drama,5.1,John Polson,Shiri Appleby,Erika Christensen,34411240.0,8500000.0
Serving Sara,Comedy,5.3,Reginald Hudlin,Jerry Stiller,Matthew Perry,20146150.0,29000000.0
K-19: The Widowmaker,Drama,6.7,Kathryn Bigelow,Christian Camargo,Liam Neeson,65716126.0,100000000.0
Stuart Little 2,Animation,5.5,Rob Minkoff,Brad Garrett,Nathan Lane,169956806.0,120000000.0
Igby Goes Down,Comedy,6.9,Burr Steers,Rory Culkin,Kieran Culkin,6919198.0,9000000.0
Rollerball,Action,3.1,John McTiernan,Chris Klein,LL Cool J,25852764.0,70000000.0
Changing Lanes,Drama,6.5,Roger Michell,Matt Malloy,Sydney Pollack,94935764.0,45000000.0
White Oleander,Drama,7.1,Peter Kosminsky,Cole Hauser,Patrick Fugit,21672284.0,16000000.0
Big Trouble,Comedy,6.5,Barry Sonnenfeld,Janeane Garofalo,Zooey Deschanel,8493890.0,40000000.0
Far from Heaven,Drama,7.4,Todd Haynes,Celia Weston,Dennis Quaid,29027914.0,13500000.0
Bubba Ho-Tep,Comedy,7.0,Don Coscarelli,Ossie Davis,Daniel Roebuck,1239183.0,1000000.0
Auto Focus,Biography,6.6,Paul Schrader,Michael McKean,Ed Begley Jr.,2704951.0,7000000.0
Blood Work,Action,6.4,Clint Eastwood,Anjelica Huston,Clint Eastwood,31794718.0,50000000.0
Collateral Damage,Action,5.5,Andrew Davis,Rick Worthy,Raymond Cruz,78382433.0,85000000.0
Undisputed,Action,6.2,Walter Hill,Wes Studi,Fisher Stevens,14946150.0,20000000.0
The Salton Sea,Crime,7.1,D.J. Caruso,Meat Loaf,Adam Goldberg,1073198.0,18000000.0
Barbershop,Comedy,6.3,Tim Story,Jason George,Sean Patrick Thomas,77063924.0,12000000.0
Whale Rider,Drama,7.5,Niki Caro,Rawiri Paratene,Keisha Castle-Hughes,41062976.0,6000000.0
Rabbit-Proof Fence,Adventure,7.4,Phillip Noyce,David Gulpilil,Roy Billing,16217411.0,6000000.0
Narc,Crime,7.1,Joe Carnahan,Chi McBride,Jason Patric,12633747.0,7500000.0
Dark Blue,Crime,6.6,Ron Shelton,Dash Mihok,Khandi Alexander,12150301.0,15000000.0
Boat Trip,Comedy,4.9,Mort Nathan,Lin Shaye,Vivica A. Fox,15020293.0,20000000.0
Nicholas Nickleby,Adventure,7.1,Douglas McGrath,Anne Hathaway,Charlie Hunnam,3651462.0,10000000.0
8 Women,Comedy,7.1,François Ozon,Isabelle Huppert,Catherine Deneuve,42426583.0,8000000.0
Spider,Drama,6.8,David Cronenberg,John Neville,Miranda Richardson,5808941.0,8000000.0
Snow Dogs,Adventure,5.2,Brian Levant,Nichelle Nichols,James Coburn,115035090.0,35000000.0
The Quiet American,Drama,7.1,Phillip Noyce,Tzi Ma,Brendan Fraser,27674124.0,30000000.0
The Santa Clause 2,Comedy,5.7,Michael Lembeck,Aisha Tyler,Judge Reinhold,172855065.0,60000000.0
Slackers,Comedy,5.4,Dewey Nicks,Gedde Watanabe,Jaime King,6413915.0,11000000.0
Sorority Boys,Comedy,5.5,Wallace Wolodarsky,Barry Watson,Heather Matarazzo,12517488.0,12000000.0
The Country Bears,Comedy,4.2,Peter Hastings,Alex Rocco,Haley Joel Osment,18012097.0,35000000.0
All About the Benjamins,Action,5.9,Kevin Bray,Roger Guenveur Smith,Mike Epps,26306533.0,14000000.0
Abandon,Drama,4.9,Stephen Gaghan,Zooey Deschanel,Charlie Hunnam,12302219.0,25000000.0
Gerry,Adventure,6.1,Gus Van Sant,Casey Affleck,Matt Damon,254683.0,3500000.0
Clockstoppers,Action,5.2,Jonathan Frakes,Paula Garcés,Michael Biehn,38793283.0,26000000.0
Poolhall Junkies,Comedy,6.9,Mars Callahan,Ricky Schroder,Chazz Palminteri,563711.0,4000000.0
Feardotcom,Crime,3.4,William Malone,Jeffrey Combs,Natascha McElhone,18902015.0,42000000.0
No Good Deed,Crime,5.4,Bob Rafelson,Kate del Castillo,Leslie Bibb,1440653.0,13200000.0
Darkness,Horror,5.4,Jaume Balagueró,Giancarlo Giannini,Lena Olin,33988736.0,10600000.0
Analyze That,Comedy,5.9,Harold Ramis,Cathy Moriarty,Robert De Niro,55003135.0,60000000.0
The Banger Sisters,Comedy,5.6,Bob Dolman,Eva Amurri Martino,Erika Christensen,38068353.0,10000000.0
The Adventures of Pluto Nash,Action,3.8,Ron Underwood,Randy Quaid,Rosario Dawson,7103973.0,100000000.0
Bloody Sunday,Drama,7.6,Paul Greengrass,Nicholas Farrell,James Nesbitt,1758689.0,2000000.0
Full Frontal,Comedy,4.7,Steven Soderbergh,Enrico Colantoni,Julia Roberts,3438804.0,2000000.0
Moonlight Mile,Drama,6.6,Brad Silberling,Holly Hunter,Jake Gyllenhaal,10011050.0,21000000.0
Half Past Dead,Action,4.6,Don Michael Paul,Nia Peeples,Claudia Christian,19233280.0,13000000.0
Life or Something Like It,Comedy,5.8,Stephen Herek,Stockard Channing,Angelina Jolie Pitt,16872671.0,40000000.0
Ballistic: Ecks vs. Sever,Action,3.7,Wych Kaosayananda,Sandrine Holt,Talisa Soto,20154899.0,70000000.0
Brown Sugar,Comedy,6.5,Rick Famuyiwa,Sanaa Lathan,Boris Kodjoe,28316451.0,8000000.0
Deuces Wild,Action,5.6,Scott Kalvert,James Franco,Norman Reedus,6282446.0,10000000.0
Pinocchio,Comedy,4.4,Roberto Benigni,Dickie Jones,Mel Blanc,44310395.0,2600000.0
The Emperor's Club,Drama,6.9,Michael Hoffman,Embeth Davidtz,Gabriel Millman,16318449.0,12500000.0
All or Nothing,Drama,7.5,Mike Leigh,Ruth Sheen,Lesley Manville,2845696.0,9000000.0
Real Women Have Curves,Comedy,6.9,Patricia Cardoso,Lupe Ontiveros,America Ferrera,7777790.0,3000000.0
The Crocodile Hunter: Collision Course,Action,5.4,John Stainton,Aden Young,Steve Irwin,33082548.0,13000000.0
City by the Sea,Crime,6.1,Michael Caton-Jones,James Franco,Robert De Niro,29676703.0,60000000.0
Kill Bill: Vol. 1,Action,8.1,Quentin Tarantino,Vivica A. Fox,David Carradine,180906076.0,30000000.0
The Lord of the Rings: The Return of the King,Action,8.9,Peter Jackson,Billy Boyd,Orlando Bloom,1146030912.0,94000000.0
Old School,Comedy,7.1,Todd Phillips,Leah Remini,Will Ferrell,87135520.0,24000000.0
Mystic River,Crime,7.9,Clint Eastwood,Spencer Treat Clark,John Doman,156595191.0,25000000.0
Love Actually,Comedy,7.6,Richard Curtis,Liam Neeson,Colin Firth,245203167.0,45000000.0
The Life of David Gale,Crime,7.5,Alan Parker,Kate Winslet,Kevin Spacey,38955598.0,50000000.0
2 Fast 2 Furious,Action,5.9,John Singleton,Cole Hauser,Paul Walker,236350661.0,76000000.0
Underworld,Action,7.0,Len Wiseman,Kevin Grevioux,Sophia Myles,95708457.0,22000000.0
Oldboy,Action,8.4,Park Chan-Wook,Ji-tae Yu,Min-sik Choi,15189934.0,3000000.0
Lost in Translation,Comedy,7.7,Sofia Coppola,Bill Murray,Scarlett Johansson,118686937.0,4000000.0
Looney Tunes: Back in Action,Animation,5.7,Joe Dante,Jenna Elfman,Brendan Fraser,68514844.0,80000000.0
Big Fish,Adventure,8.0,Tim Burton,Alison Lohman,Steve Buscemi,123218424.0,70000000.0
The Matrix Reloaded,Action,7.2,Lana Wachowski,Daniel Bernhardt,Steve Bastoni,741847937.0,150000000.0
Finding Nemo,Animation,8.1,Andrew Stanton,Stephen Root,Alexander Gould,940352645.0,94000000.0
Hulk,Action,5.6,Ang Lee,Regi Davis,Kevin Rankin,245285165.0,137000000.0
School of Rock,Comedy,7.1,Richard Linklater,Sarah Silverman,Miranda Cosgrove,131095990.0,35000000.0
Thirteen,Drama,6.8,Catherine Hardwicke,Sarah Clarke,Holly Hunter,10128960.0,1500000.0
Wrong Turn,Horror,6.1,Rob Schmidt,Lindy Booth,Kevin Zegers,28650575.0,12600000.0
The Italian Job,Action,7.0,F. Gary Gray,Charlize Theron,Jason Statham,176070171.0,60000000.0
Terminator 3: Rise of the Machines,Action,6.3,Jonathan Mostow,M.C. Gainey,Nick Stahl,433371112.0,200000000.0
Monster,Biography,7.3,Patty Jenkins,Bruce Dern,Charlize Theron,58469210.0,4500000.0
The Matrix Revolutions,Action,6.7,Lana Wachowski,Collin Chou,Essie Davis,427344325.0,150000000.0
S.W.A.T.,Action,6.0,Clark Johnson,Josh Charles,Jeremy Renner,207725639.0,80000000.0
The Last Samurai,Action,7.7,Edward Zwick,Tony Goldwyn,Tom Cruise,454627263.0,140000000.0
Holes,Adventure,7.0,Andrew Davis,Zane Holtz,Tim Blake Nelson,71406573.0,20000000.0
Timeline,Action,5.7,Richard Donner,Gerard Butler,Paul Walker,43935763.0,80000000.0
The Rundown,Action,6.7,Peter Berg,Rosario Dawson,Dwayne Johnson,80981914.0,85000000.0
House of 1000 Corpses,Horror,6.1,Rob Zombie,Matthew McGrory,Sid Haig,16829545.0,7000000.0
Identity,Mystery,7.3,James Mangold,Rebecca De Mornay,Clea DuVall,90259536.0,30000000.0
Once Upon a Time in Mexico,Action,6.4,Robert Rodriguez,Salma Hayek,Johnny Depp,98769390.0,29000000.0
Cold Mountain,Adventure,7.2,Anthony Minghella,Natalie Portman,Philip Seymour Hoffman,173013509.0,79000000.0
Cheaper by the Dozen,Comedy,5.9,Shawn Levy,Alyson Stoner,Tom Welling,190538630.0,40000000.0
In the Cut,Mystery,5.3,Jane Campion,Nick Damici,Jennifer Jason Leigh,23726793.0,12000000.0
Secondhand Lions,Comedy,7.5,Tim McCanlies,Robert Duvall,Haley Joel Osment,48260279.0,30000000.0
Scary Movie 3,Comedy,5.5,David Zucker,Pamela Anderson,Regina Hall,220673217.0,48000000.0
How to Lose a Guy in 10 Days,Comedy,6.4,Donald Petrie,Adam Goldberg,Matthew McConaughey,177502387.0,50000000.0
The League of Extraordinary Gentlemen,Action,5.8,Stephen Norrington,Max Ryan,Jason Flemyng,179265204.0,78000000.0
What a Girl Wants,Comedy,5.8,Dennie Gordon,Oliver James,Colin Firth,50732139.0,20000000.0
Bad Boys II,Action,6.6,Michael Bay,Henry Rollins,Will Smith,273339556.0,130000000.0
Open Range,Action,7.4,Kevin Costner,Michael Jeter,Robert Duvall,68296293.0,22000000.0
Mona Lisa Smile,Drama,6.5,Mike Newell,Kirsten Dunst,Julia Roberts,141337989.0,65000000.0
Freddy vs. Jason,Action,5.7,Ronny Yu,Jason Ritter,Katharine Isabelle,116632628.0,30000000.0
Bruce Almighty,Comedy,6.7,Tom Shadyac,Steve Carell,Morgan Freeman,484592874.0,81000000.0
Elf,Adventure,7.0,Jon Favreau,Zooey Deschanel,Peter Dinklage,223853736.0,33000000.0
Freaky Friday,Comedy,6.2,Mark Waters,Julie Gonzalo,Jamie Lee Curtis,160846332.0,26000000.0
Charlie's Angels: Full Throttle,Action,4.9,McG,Bernie Mac,Demi Moore,259175788.0,120000000.0
Dickie Roberts: Former Child Star,Comedy,5.6,Sam Weisman,Jenna Boyd,Kevin Grevioux,23769505.0,17000000.0
Open Water,Adventure,5.7,Chris Kentis,Saul Stein,Blanchard Ryan,54683487.0,500000.0
Something's Gotta Give,Comedy,6.7,Nancy Meyers,Jon Favreau,Keanu Reeves,265328738.0,80000000.0
The Cat in the Hat,Adventure,4.0,Bo Welch,Kelly Preston,Sean Hayes,133960541.0,109000000.0
The Brown Bunny,Drama,5.0,Vincent Gallo,Cheryl Tiegs,Vincent Gallo,402599.0,10000000.0
Tears of the Sun,Action,6.6,Antoine Fuqua,Tom Skerritt,Bruce Willis,86468162.0,70000000.0
Final Destination 2,Horror,6.2,David R. Ellis,Michael Landes,Sarah Carter,90941129.0,26000000.0
21 Grams,Crime,7.6,Alejandro G. Iñárritu,Eddie Marsan,Naomi Watts,60427839.0,20000000.0
Intolerable Cruelty,Comedy,6.2,Joel Coen,Paul Adelstein,Cedric the Entertainer,120801243.0,60000000.0
