name,genre,score,director,budget_x,gross_x,actor_2_name,gross_y,actor_1_name,budget_y,gross,budget
Knock Off,Action,4.9,Hark Tsui,30000000.0,10319915.0,Lela Rochon,10076136.0,Paul Sorvino,35000000.0,10319915.0,35000000.0
Holy Man,Comedy,4.9,Stephen Herek,60000000.0,12069719.0,Morgan Fairchild,12065985.0,Kelly Preston,60000000.0,12069719.0,60000000.0
Zero Effect,Comedy,6.9,Jake Kasdan,5000000.0,2087471.0,Ryan O'Neal,1980338.0,Kim Dickens,5000000.0,2087471.0,5000000.0
Home Fries,Comedy,5.1,Dean Parisot,35000000.0,10493366.0,Jake Busey,10443316.0,Catherine O'Hara,15000000.0,10493366.0,15000000.0
The Matrix,Action,8.7,Lana Wachowski,63000000.0,466364845.0,Marcus Chong,171383253.0,Keanu Reeves,63000000.0,466364845.0,63000000.0
Fight Club,Drama,8.8,David Fincher,63000000.0,101209702.0,Meat Loaf,37023395.0,Brad Pitt,63000000.0,101209702.0,63000000.0
The Talented Mr. Ripley,Crime,7.4,Anthony Minghella,40000000.0,128799509.0,Matt Damon,81292135.0,Philip Seymour Hoffman,40000000.0,128799509.0,40000000.0
Eyes Wide Shut,Drama,7.4,Stanley Kubrick,65000000.0,162242684.0,Vinessa Shaw,55637680.0,Tom Cruise,65000000.0,162242684.0,65000000.0
American Pie,Comedy,7.0,Paul Weitz,11000000.0,235483004.0,Shannon Elizabeth,101736215.0,Alyson Hannigan,11000000.0,235483004.0,11000000.0
The Green Mile,Crime,8.6,Frank Darabont,60000000.0,286801374.0,Jeffrey DeMunn,136801374.0,Tom Hanks,60000000.0,286801374.0,60000000.0
American Beauty,Drama,8.3,Sam Mendes,15000000.0,356296601.0,Peter Gallagher,130058047.0,Kevin Spacey,15000000.0,356296601.0,15000000.0
Star Wars: Episode I - The Phantom Menace,Action,6.5,George Lucas,115000000.0,1027082707.0,Liam Neeson,474544677.0,Natalie Portman,115000000.0,1027082707.0,115000000.0
10 Things I Hate About You,Comedy,7.3,Gil Junger,30000000.0,53478579.0,Heath Ledger,38176108.0,Joseph Gordon-Levitt,16000000.0,53478579.0,16000000.0
The Sixth Sense,Drama,8.1,M. Night Shyamalan,40000000.0,672806292.0,Haley Joel Osment,293501675.0,Bruce Willis,40000000.0,672806292.0,40000000.0
Office Space,Comedy,7.7,Mike Judge,10000000.0,10828256.0,Stephen Root,10824921.0,Gary Cole,10000000.0,10828256.0,10000000.0
Galaxy Quest,Adventure,7.3,Dean Parisot,45000000.0,90683916.0,Enrico Colantoni,71423726.0,Alan Rickman,45000000.0,90683916.0,45000000.0
Notting Hill,Comedy,7.1,Roger Michell,42000000.0,363889678.0,Clarke Peters,116006080.0,Julia Roberts,42000000.0,363889678.0,42000000.0
Cruel Intentions,Drama,6.8,Roger Kumble,10500000.0,76347426.0,Sean Patrick Thomas,38201895.0,Sarah Michelle Gellar,10500000.0,76347426.0,10500000.0
The Blair Witch Project,Horror,6.5,Daniel Myrick,60000.0,248639099.0,Joshua Leonard,140530114.0,Heather Donahue,60000.0,248639099.0,60000.0
The Virgin Suicides,Drama,7.2,Sofia Coppola,9000000.0,10410044.0,Kathleen Turner,4859475.0,Kirsten Dunst,6000000.0,10410044.0,6000000.0
Magnolia,Drama,8.0,Paul Thomas Anderson,37000000.0,48451803.0,Neil Flynn,22450975.0,Patton Oswalt,37000000.0,48451803.0,37000000.0
"Girl, Interrupted",Biography,7.3,James Mangold,40000000.0,48350205.0,Clea DuVall,28871190.0,Angelina Jolie Pitt,24000000.0,48350205.0,24000000.0
Stuart Little,Adventure,5.9,Rob Minkoff,133000000.0,300135367.0,Nathan Lane,140015224.0,Chazz Palminteri,133000000.0,300135367.0,133000000.0
Deep Blue Sea,Action,5.9,Renny Harlin,60000000.0,164648142.0,Michael Rapaport,73648142.0,LL Cool J,60000000.0,164648142.0,60000000.0
The Boondock Saints,Action,7.8,Troy Duffy,6000000.0,30471.0,David Della Rocco,,Norman Reedus,7000000.0,30471.0,7000000.0
Varsity Blues,Comedy,6.5,Brian Robbins,16000000.0,54294169.0,Ron Lester,52885587.0,Paul Walker,16000000.0,54294169.0,16000000.0
She's All That,Comedy,5.9,Robert Iscove,10000000.0,103166989.0,Clea DuVall,63319509.0,Paul Walker,10000000.0,103166989.0,10000000.0
Lake Placid,Action,5.7,Steve Miner,35000000.0,56870414.0,Bridget Fonda,31768374.0,Oliver Platt,27000000.0,56870414.0,27000000.0
Toy Story 2,Animation,7.9,John Lasseter,90000000.0,497375381.0,John Ratzenberger,245823397.0,Tom Hanks,90000000.0,497375381.0,90000000.0
Dogma,Adventure,7.3,Kevin Smith,10000000.0,31429330.0,Janeane Garofalo,30651422.0,Matt Damon,10000000.0,31429330.0,10000000.0
Election,Comedy,7.2,Alexander Payne,25000000.0,14902041.0,Chris Klein,14879556.0,Matthew Broderick,8000000.0,14902041.0,8000000.0
Being John Malkovich,Comedy,7.7,Spike Jonze,13000000.0,23106667.0,Orson Bean,22858926.0,Willie Garson,13000000.0,23106667.0,13000000.0
The Iron Giant,Animation,8.0,Brad Bird,70000000.0,23180087.0,Harry Connick Jr.,23159305.0,Vin Diesel,70000000.0,23180087.0,70000000.0
The World Is Not Enough,Action,6.4,Michael Apted,135000000.0,361832400.0,Maria Grazia Cucinotta,126930660.0,Colin Salmon,135000000.0,361832400.0,135000000.0
Mystery Men,Action,6.1,Kinka Usher,68000000.0,33461011.0,Wes Studi,29655590.0,Janeane Garofalo,65000000.0,33461011.0,65000000.0
Wild Wild West,Action,4.9,Barry Sonnenfeld,170000000.0,222104681.0,Salma Hayek,113745408.0,Will Smith,170000000.0,222104681.0,170000000.0
Big Daddy,Comedy,6.4,Dennis Dugan,34200000.0,234801895.0,Adam Sandler,163479795.0,Steve Buscemi,34200000.0,234801895.0,34200000.0
The Ninth Gate,Mystery,6.7,Roman Polanski,38000000.0,58401898.0,Frank Langella,18653746.0,Johnny Depp,38000000.0,58401898.0,38000000.0
Double Jeopardy,Crime,6.5,Bruce Beresford,70000000.0,177841558.0,Annabeth Gish,116735231.0,Bruce Greenwood,70000000.0,177841558.0,70000000.0
The Insider,Biography,7.8,Michael Mann,90000000.0,60289912.0,Rip Torn,28965197.0,Al Pacino,68000000.0,60289912.0,68000000.0
Deuce Bigalow: Male Gigolo,Comedy,5.7,Mike Mitchell,17000000.0,92938755.0,Eddie Griffin,65535067.0,Amy Poehler,17000000.0,92938755.0,17000000.0
The 13th Warrior,Action,6.6,John McTiernan,160000000.0,61698899.0,Vladimir Kulich,32694788.0,Tony Curran,85000000.0,61698899.0,85000000.0
End of Days,Action,5.8,Peter Hyams,100000000.0,211989043.0,Mark Margolis,66862068.0,CCH Pounder,83000000.0,211989043.0,83000000.0
The Thomas Crown Affair,Crime,6.9,John McTiernan,48000000.0,124305181.0,Faye Dunaway,69304264.0,Mark Margolis,48000000.0,124305181.0,48000000.0
Drop Dead Gorgeous,Comedy,6.6,Michael Patrick Jann,15000000.0,10571408.0,Kirstie Alley,10561238.0,Kirsten Dunst,10000000.0,10571408.0,10000000.0
Boys Don't Cry,Biography,7.5,Kimberly Peirce,2000000.0,11540607.0,Brendan Sexton III,11533945.0,Alicia Goranson,2000000.0,11540607.0,2000000.0
8MM,Crime,6.5,Joel Schumacher,40000000.0,96618699.0,Chris Bauer,36283504.0,Nicolas Cage,40000000.0,96618699.0,40000000.0
House on Haunted Hill,Crime,5.6,William Malone,37000000.0,42593455.0,Peter Gallagher,40846082.0,Jeffrey Combs,19000000.0,42593455.0,19000000.0
But I'm a Cheerleader,Comedy,6.7,Jamie Babbit,1200000.0,2595216.0,Clea DuVall,2199853.0,Natasha Lyonne,1200000.0,2595216.0,1200000.0
Jawbreaker,Comedy,5.6,Darren Stein,3500000.0,3117085.0,Judy Greer,3071947.0,Julie Benz,3500000.0,3117085.0,3500000.0
The Bone Collector,Crime,6.7,Phillip Noyce,73000000.0,151493655.0,Angelina Jolie Pitt,66488090.0,Denzel Washington,48000000.0,151493655.0,48000000.0
Any Given Sunday,Drama,6.9,Oliver Stone,55000000.0,100230832.0,Dennis Quaid,75530832.0,Al Pacino,55000000.0,100230832.0,55000000.0
A Walk on the Moon,Drama,6.6,Tony Goldwyn,14000000.0,4750660.0,Julie Kavner,4741987.0,Viggo Mortensen,14000000.0,4750660.0,14000000.0
Summer of Sam,Crime,6.7,Spike Lee,22000000.0,19288130.0,Jennifer Esposito,19283782.0,Mira Sorvino,22000000.0,19288130.0,22000000.0
The Haunting,Fantasy,5.0,Jan de Bont,80000000.0,177311151.0,Lili Taylor,91188905.0,Liam Neeson,80000000.0,177311151.0,80000000.0
eXistenZ,Horror,6.8,David Cronenberg,15000000.0,2856712.0,Sarah Polley,2840417.0,Jennifer Jason Leigh,31000000.0,2856712.0,31000000.0
For Love of the Game,Drama,6.6,Sam Raimi,80000000.0,46112640.0,Kelly Preston,35168395.0,J.K. Simmons,50000000.0,46112640.0,50000000.0
Bringing Out the Dead,Drama,6.8,Martin Scorsese,55000000.0,16797191.0,Marc Anthony,16640210.0,Nicolas Cage,55000000.0,16797191.0,55000000.0
Three Kings,Action,7.1,David O. Russell,75000000.0,107752036.0,Jamie Kennedy,60652036.0,Judy Greer,48000000.0,107752036.0,48000000.0
Go,Comedy,7.2,Doug Liman,20000000.0,28451622.0,Jay Mohr,16842303.0,Sarah Polley,6500000.0,28451622.0,6500000.0
Payback,Action,7.1,Brian Helgeland,90000000.0,161626121.0,Deborah Kara Unger,81517441.0,Bill Duke,50000000.0,161626121.0,50000000.0
The Straight Story,Biography,8.0,David Lynch,10000000.0,6416569.0,Richard Farnsworth,6197866.0,Sissy Spacek,10000000.0,6416569.0,10000000.0
Idle Hands,Comedy,6.2,Rodman Flender,25000000.0,4152230.0,Fred Willard,4002955.0,Vivica A. Fox,20000000.0,4152230.0,20000000.0
Bowfinger,Comedy,6.4,Frank Oz,55000000.0,98625775.0,Adam Alexi-Malle,66365290.0,Robert Downey Jr.,55000000.0,98625775.0,55000000.0
Detroit Rock City,Comedy,6.9,Adam Rifkin,34000000.0,4217115.0,Lin Shaye,4193025.0,Natasha Lyonne,15000000.0,4217115.0,15000000.0
The General's Daughter,Crime,6.4,Simon West,95000000.0,149705852.0,Timothy Hutton,102678089.0,Daniel von Bargen,95000000.0,149705852.0,95000000.0
The Messenger: The Story of Joan of Arc,Adventure,6.4,Luc Besson,85000000.0,66976317.0,David Bailie,14131298.0,Paul Brooke,390000000.0,66976317.0,390000000.0
Man on the Moon,Biography,7.4,Milos Forman,82000000.0,47434430.0,Gerry Becker,34580635.0,Matt Price,52000000.0,47434430.0,52000000.0
Ravenous,Adventure,7.0,Antonia Bird,12000000.0,2062405.0,Jeffrey Jones,2060953.0,Jeremy Davies,12000000.0,2062405.0,12000000.0
Entrapment,Action,6.3,Jon Amiel,66000000.0,212404396.0,Kevin McNally,87704396.0,Will Patton,66000000.0,212404396.0,66000000.0
Stir of Echoes,Horror,7.0,David Koepp,12000000.0,21142914.0,Kathryn Erbe,21133087.0,Illeana Douglas,12000000.0,21142914.0,12000000.0
Bicentennial Man,Comedy,6.9,Chris Columbus,100000000.0,87423861.0,Oliver Platt,58220776.0,Robin Williams,100000000.0,87423861.0,100000000.0
Runaway Bride,Comedy,5.6,Garry Marshall,70000000.0,309460292.0,Christopher Meloni,152149590.0,Julia Roberts,70000000.0,309460292.0,70000000.0
The Thirteenth Floor,Mystery,7.1,Josef Rusnak,16000000.0,18564088.0,Craig Bierko,15500000.0,Gretchen Mol,16000000.0,18564088.0,16000000.0
Inspector Gadget,Action,4.2,David Kellogg,90000000.0,134403112.0,Rene Auberjonois,97360069.0,Matthew Broderick,75000000.0,134403112.0,75000000.0
Arlington Road,Action,7.2,Mark Pellington,31000000.0,41067311.0,Spencer Treat Clark,24362501.0,Jeff Bridges,21500000.0,41067311.0,21500000.0
The Hurricane,Biography,7.6,Norman Jewison,50000000.0,73956241.0,Vincent Pastore,50668906.0,Denzel Washington,38000000.0,73956241.0,38000000.0
Drive Me Crazy,Comedy,5.8,John Schultz,8500000.0,22593409.0,Mark Webber,17843379.0,Stephen Collins,8000000.0,22593409.0,8000000.0
Blue Streak,Action,6.3,Les Mayfield,65000000.0,117758500.0,Dave Chappelle,68208190.0,Peter Greene,65000000.0,117758500.0,65000000.0
The Limey,Crime,7.0,Steven Soderbergh,10000000.0,3325736.0,Lesley Ann Warren,3193102.0,Peter Fonda,9000000.0,3325736.0,9000000.0
Message in a Bottle,Drama,6.2,Luis Mandoki,80000000.0,118880016.0,John Savage,52799004.0,Robin Wright,55000000.0,118880016.0,55000000.0
Stigmata,Horror,6.2,Rupert Wainwright,29000000.0,89446268.0,Enrico Colantoni,50041732.0,Nia Long,29000000.0,89446268.0,29000000.0
Analyze This,Comedy,6.7,Harold Ramis,80000000.0,176885658.0,Chazz Palminteri,106694016.0,Robert De Niro,30000000.0,176885658.0,30000000.0
Human Traffic,Comedy,7.1,Justin Kerrigan,,104257.0,John Simm,104257.0,Danny Dyer,2200000.0,104257.0,2200000.0
Brokedown Palace,Drama,6.5,Jonathan Kaplan,25000000.0,10115013.0,Tom Amandes,10114315.0,John Doe,25000000.0,10115013.0,25000000.0
Superstar,Comedy,5.1,Bruce McCulloch,34000000.0,30636478.0,Elaine Hendrix,30628981.0,Will Ferrell,14000000.0,30636478.0,14000000.0
The Best Man,Comedy,6.8,Malcolm D. Lee,9000000.0,34573780.0,Sanaa Lathan,34074895.0,Harold Perrineau,9000000.0,34573780.0,9000000.0
Dick,Comedy,6.2,Andrew Fleming,13000000.0,6262878.0,Will Ferrell,6241697.0,Ryan Reynolds,13000000.0,6262878.0,13000000.0
Angela's Ashes,Biography,7.3,Alan Parker,50000000.0,13042112.0,Devon Murray,13038660.0,Emily Watson,25000000.0,13042112.0,25000000.0
Anna and the King,Drama,6.7,Andy Tennant,92000000.0,113996937.0,Geoffrey Palmer,39251128.0,Bai Ling,75000000.0,113996937.0,75000000.0
The End of the Affair,Drama,7.1,Neil Jordan,23000000.0,10827816.0,Ian Hart,10660147.0,Stephen Rea,23000000.0,10827816.0,23000000.0
"Mystery, Alaska",Comedy,6.7,Jay Roach,28000000.0,8891623.0,Mary McCormack,8888143.0,Scott Grimes,28000000.0,8891623.0,28000000.0
Baby Geniuses,Comedy,2.7,Bob Clark,12000000.0,36450736.0,Dom DeLuise,27141959.0,Kathleen Turner,18000000.0,36450736.0,18000000.0
My Favorite Martian,Comedy,5.1,Donald Petrie,65000000.0,36850101.0,Ray Walston,36830057.0,Steven Anthony Lawrence,65000000.0,36850101.0,65000000.0
Anywhere But Here,Comedy,6.2,Wayne Wang,23000000.0,23631929.0,Eva Amurri Martino,18653615.0,Natalie Portman,23000000.0,23631929.0,23000000.0
Ride with the Devil,Drama,6.7,Ang Lee,38000000.0,635096.0,Jeffrey Dover,630779.0,Jeremy W. Auman,35000000.0,635096.0,35000000.0
200 Cigarettes,Comedy,6.0,Risa Bramon Garcia,6000000.0,6852450.0,Dave Chappelle,6851636.0,Janeane Garofalo,6000000.0,6852450.0,6000000.0
Edtv,Comedy,6.1,Ron Howard,80000000.0,35242897.0,Adam Goldberg,22362500.0,Matthew McConaughey,55000000.0,35242897.0,55000000.0
Sunshine,Drama,7.5,István Szabó,,7918035.0,Benedict Wong,3675072.0,Chris Evans,26000000.0,7918035.0,26000000.0
Random Hearts,Drama,5.2,Sydney Pollack,64000000.0,74608570.0,Kristin Scott Thomas,31054924.0,Harrison Ford,64000000.0,74608570.0,64000000.0
Mickey Blue Eyes,Comedy,5.9,Kelly Makin,75000000.0,54264342.0,Burt Young,33864342.0,Jeanne Tripplehorn,40000000.0,54264342.0,40000000.0
Fantasia 2000,Animation,7.2,Directors,80000000.0,90874570.0,Penn Jillette,60507228.0,Quincy Jones,80000000.0,90874570.0,80000000.0
The Rage: Carrie 2,Horror,4.7,Katt Shea,21000000.0,17762705.0,Rachel Blanchard,17757087.0,Jason London,21000000.0,17762705.0,21000000.0
The Astronaut's Wife,Drama,5.4,Rand Ravich,75000000.0,19598588.0,Charlize Theron,10654581.0,Johnny Depp,34000000.0,19598588.0,34000000.0
Muppets from Space,Adventure,6.3,Tim Hill,24000000.0,22323612.0,F. Murray Abraham,16290976.0,Josh Charles,24000000.0,22323612.0,24000000.0
Eye of the Beholder,Drama,5.0,Stephan Elliott,35000000.0,17589705.0,Patrick Bergin,16459004.0,Jason Priestley,15000000.0,17589705.0,15000000.0
The Wood,Comedy,7.0,Rick Famuyiwa,6000000.0,25059640.0,Tamala Jones,25047631.0,Omar Epps,6000000.0,25059640.0,6000000.0
Flawless,Comedy,6.5,Joel Schumacher,15000000.0,4488529.0,Philip Seymour Hoffman,4485485.0,Robert De Niro,15000000.0,4488529.0,15000000.0
Love Stinks,Comedy,5.8,Jeff Franklin,4000000.0,2924635.0,Tyra Banks,2800000.0,Ivana Milicevic,4000000.0,2924635.0,4000000.0
Pushing Tin,Comedy,6.0,Mike Newell,33000000.0,8408835.0,Kurt Fuller,8406264.0,Angelina Jolie Pitt,38000000.0,8408835.0,38000000.0
The Adventures of Elmo in Grouchland,Adventure,5.8,Gary Halvorson,26000000.0,11683047.0,Kevin Clash,11634458.0,Vanessa Williams,17000000.0,11683047.0,17000000.0
In Dreams,Drama,5.5,Neil Jordan,30000000.0,12017369.0,Aidan Quinn,11900000.0,Robert Downey Jr.,30000000.0,12017369.0,30000000.0
Topsy-Turvy,Biography,7.4,Mike Leigh,,6208548.0,Dexter Fletcher,6201757.0,Jim Broadbent,10000000.0,6208548.0,10000000.0
Instinct,Drama,6.6,Jon Turteltaub,80000000.0,34105207.0,Maura Tierney,34098563.0,Anthony Hopkins,55000000.0,34105207.0,55000000.0
Dudley Do-Right,Comedy,3.9,Hugh Wilson,70000000.0,9974410.0,Alex Rocco,9694105.0,Brendan Fraser,22000000.0,9974410.0,22000000.0
The Deep End of the Ocean,Drama,6.4,Ulu Grosbard,38000000.0,28121100.0,Treat Williams,13376506.0,Alexa PenaVega,40000000.0,28121100.0,40000000.0
Outside Providence,Comedy,6.4,Michael Corrente,7000000.0,7302522.0,George Wendt,7292175.0,Jonathan Brandis,7000000.0,7302522.0,7000000.0
Simply Irresistible,Comedy,5.3,Mark Tarlov,6000000.0,4398989.0,Dylan Baker,4394936.0,Sarah Michelle Gellar,6000000.0,4398989.0,6000000.0
The Story of Us,Comedy,6.0,Rob Reiner,50000000.0,58900031.0,Tim Matheson,27067160.0,Bruce Willis,50000000.0,58900031.0,50000000.0
East Is East,Comedy,6.9,Damien O'Donnell,,4177818.0,Jimi Mistry,4170647.0,Archie Panjabi,1900000.0,4177818.0,1900000.0
Bats,Horror,3.9,Louis Morneau,5250000.0,10155690.0,Bob Gunton,10149779.0,Leon,6500000.0,10155690.0,6500000.0
At First Sight,Drama,6.0,Irwin Winkler,60000000.0,22365133.0,Nathan Lane,22326247.0,Mira Sorvino,60000000.0,22365133.0,60000000.0
An Ideal Husband,Comedy,6.8,Oliver Parker,14000000.0,18542974.0,Rupert Everett,18535191.0,Minnie Driver,14000000.0,18542974.0,14000000.0
Tea with Mussolini,Comedy,6.9,Franco Zeffirelli,12000000.0,14401563.0,Joan Plowright,14348123.0,Lily Tomlin,12000000.0,14401563.0,12000000.0
Three to Tango,Comedy,6.1,Damon Santostefano,20000000.0,10570375.0,Oliver Platt,10544143.0,Matthew Perry,20000000.0,10570375.0,20000000.0
Mumford,Comedy,6.8,Lawrence Kasdan,28000000.0,4555459.0,Alfre Woodard,4554569.0,Zooey Deschanel,28000000.0,4555459.0,28000000.0
Wing Commander,Action,4.3,Chris Roberts,30000000.0,11578059.0,David Suchet,11576087.0,Saffron Burrows,30000000.0,11578059.0,30000000.0
The Corruptor,Action,6.1,James Foley,25000000.0,24493601.0,Paul Ben-Victor,15156200.0,Byron Mann,30000000.0,24493601.0,30000000.0
Snow Falling on Cedars,Drama,6.8,Scott Hicks,35000000.0,23049593.0,Reeve Carney,14378353.0,Rick Yune,36000000.0,23049593.0,36000000.0
In Too Deep,Crime,6.3,Michael Rymer,7000000.0,14011454.0,Omar Epps,14003141.0,LL Cool J,7000000.0,14011454.0,7000000.0
Crazy in Alabama,Comedy,6.2,Antonio Banderas,15000000.0,2005840.0,Elizabeth Perkins,1954202.0,Meat Loaf,15000000.0,2005840.0,15000000.0
Play It to the Bone,Comedy,5.5,Ron Shelton,24000000.0,8678812.0,Robert Wagner,8427204.0,Willie Garson,24000000.0,8678812.0,24000000.0
Jakob the Liar,Drama,6.5,Peter Kassovitz,45000000.0,4956401.0,Mark Margolis,4956401.0,Robin Williams,15000000.0,4956401.0,15000000.0
Cradle Will Rock,Drama,6.8,Tim Robbins,36000000.0,2986932.0,Vanessa Redgrave,2899970.0,Bill Murray,32000000.0,2986932.0,32000000.0
Breakfast of Champions,Comedy,4.6,Alan Rudolph,12000000.0,178278.0,Albert Finney,175370.0,Bruce Willis,12000000.0,178278.0,12000000.0
The Loss of Sexual Innocence,Drama,5.4,Mike Figgis,4000000.0,164022.0,Saffron Burrows,399793.0,Kelly Macdonald,4000000.0,164022.0,4000000.0
Aimee & Jaguar,Biography,7.2,Max Färberböck,,927107.0,Johanna Wokalek,927107.0,Heike Makatsch,15000000.0,927107.0,15000000.0
The Out-of-Towners,Comedy,5.5,Sam Weisman,75000000.0,28544120.0,Valerie Perri,28535768.0,Oliver Hudson,40000000.0,28544120.0,40000000.0
Jesus' Son,Drama,6.9,Alison Maclean,2500000.0,1302067.0,Samantha Morton,1282084.0,Billy Crudup,2500000.0,1302067.0,2500000.0
"Happy, Texas",Comedy,6.3,Mark Illsley,2500000.0,1955933.0,Illeana Douglas,1943649.0,Ally Walker,1700000.0,1955933.0,1700000.0
Almost Famous,Adventure,7.9,Cameron Crowe,60000000.0,47386287.0,Zooey Deschanel,32522352.0,Philip Seymour Hoffman,60000000.0,47386287.0,60000000.0
American Psycho,Comedy,7.6,Mary Harron,7000000.0,34266564.0,Justin Theroux,15047419.0,Christian Bale,7000000.0,34266564.0,7000000.0
Snatch,Comedy,8.3,Guy Ritchie,,83557872.0,Brad Pitt,30093107.0,Jason Statham,6000000.0,83557872.0,6000000.0
Requiem for a Dream,Drama,8.3,Darren Aronofsky,4500000.0,7390108.0,Mark Margolis,3609278.0,Ellen Burstyn,4500000.0,7390108.0,4500000.0
Memento,Mystery,8.4,Christopher Nolan,9000000.0,40047078.0,Thomas Lennon,25530884.0,Callum Rennie,9000000.0,40047078.0,9000000.0
Cast Away,Adventure,7.8,Robert Zemeckis,90000000.0,429632142.0,Paul Sanchez,233630478.0,Tom Hanks,90000000.0,429632142.0,90000000.0
The Perfect Storm,Action,6.4,Wolfgang Petersen,140000000.0,328718434.0,Mary Elizabeth Mastrantonio,182618434.0,Karen Allen,140000000.0,328718434.0,140000000.0
Coyote Ugly,Comedy,5.7,David McNally,45000000.0,113916474.0,Tyra Banks,60786269.0,Adam Garcia,45000000.0,113916474.0,45000000.0
X-Men,Action,7.4,Bryan Singer,75000000.0,296339528.0,Tyler Mane,157299717.0,Hugh Jackman,75000000.0,296339528.0,75000000.0
Space Cowboys,Action,6.4,Clint Eastwood,65000000.0,128884132.0,Courtney B. Vance,90454043.0,Clint Eastwood,65000000.0,128884132.0,65000000.0
The Patriot,Action,7.2,Roland Emmerich,110000000.0,215294342.0,Adam Baldwin,113330342.0,Heath Ledger,110000000.0,215294342.0,110000000.0
Erin Brockovich,Biography,7.4,Steven Soderbergh,52000000.0,256271286.0,Albert Finney,125548685.0,Julia Roberts,52000000.0,256271286.0,52000000.0
Unbreakable,Drama,7.3,M. Night Shyamalan,75000000.0,248118121.0,Bruce Willis,94999143.0,Robin Wright,75000000.0,248118121.0,75000000.0
Charlie's Angels,Action,5.6,McG,93000000.0,264105545.0,LL Cool J,125305545.0,Bill Murray,92000000.0,264105545.0,92000000.0
Road Trip,Comedy,6.4,Todd Phillips,16000000.0,119754278.0,Rachel Blanchard,68525609.0,Ethan Suplee,15600000.0,119754278.0,15600000.0
The Beach,Adventure,6.7,Danny Boyle,50000000.0,144056873.0,Virginie Ledoyen,39778599.0,Leonardo DiCaprio,50000000.0,144056873.0,50000000.0
Remember the Titans,Biography,7.8,Boaz Yakin,30000000.0,136771683.0,Denzel Washington,115648585.0,Ryan Gosling,30000000.0,136771683.0,30000000.0
