Movie_Title,Director,Actors,Total_Gross,main_genre
Snowden,Oliver Stone,"Joseph Gordon-Levitt, Shailene Woodley, Melissa Leo, Zachary Quinto",$21.59M,Biography
A Street Cat Named Bob,Roger Spottiswoode,"Luke Treadaway, Bob the Cat, Ruta Gedmintas, Joanne Froggatt",$0.04M,Biography
The Disaster Artist,James Franco,"James Franco, Dave Franco, Ari Graynor, Seth Rogen",$21.12M,Biography
The Walk,Robert Zemeckis,"Joseph Gordon-Levitt, Charlotte Le Bon, Guillaume Baillargeon, Émilie Leclerc",$10.14M,Adventure
Woman in Gold,Simon Curtis,"Helen Mirren, Ryan Reynolds, Daniel Brühl, Katie Holmes",$33.31M,Biography
Belle,Amma Asante,"Gugu Mbatha-Raw, Matthew Goode, Emily Watson, Miranda Richardson",$10.73M,Biography
Rocketman,Dexter Fletcher,"Taron Egerton, Jamie Bell, Richard Madden, Bryce Dallas Howard",$96.37M,Biography
Belfast,Kenneth Branagh,"Jude Hill, Lewis McAskie, Caitríona Balfe, Jamie Dornan",Gross Unkown,Biography
Beautiful Boy,Felix van Groeningen,"Steve Carell, Maura Tierney, Jack Dylan Grazer, Oakley Bull",$7.65M,Biography
First Man,Damien Chazelle,"Ryan Gosling, Claire Foy, Jason Clarke, Kyle Chandler",$44.94M,Biography
Eddie the Eagle,Dexter Fletcher,"Taron Egerton, Hugh Jackman, Tom Costello, Jo Hartley",$15.79M,Adventure
Rescue Dawn,Werner Herzog,"Christian Bale, Steve Zahn, Jeremy Davies, Zach Grenier",$5.49M,Adventure
Lincoln,Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt",$182.21M,Biography
The Queen,Stephen Frears,"Helen Mirren, Michael Sheen, James Cromwell, Alex Jennings",$56.44M,Biography
Coach Carter,Thomas Carter,"Samuel L. Jackson, Rick Gonzalez, Robert Ri'chard, Rob Brown",$67.26M,Biography
Capote,Bennett Miller,"Philip Seymour Hoffman, Clifton Collins Jr., Catherine Keener, Allie Mickelson",$28.75M,Biography
Monster,Patty Jenkins,"Charlize Theron, Christina Ricci, Bruce Dern, Lee Tergesen",$34.47M,Biography
24 Hour Party People,Michael Winterbottom,"Steve Coogan, Lennie James, John Thomson, Nigel Pivaro",$1.13M,Biography
Quills,Philip Kaufman,"Geoffrey Rush, Kate Winslet, Joaquin Phoenix, Michael Caine",$7.06M,Biography
"Girl, Interrupted",James Mangold,"Winona Ryder, Angelina Jolie, Clea DuVall, Brittany Murphy",$28.87M,Biography
Antwone Fisher,Denzel Washington,"Denzel Washington, Derek Luke, Joy Bryant, Malcolm David Kelley",$21.08M,Biography
Frida,Julie Taymor,"Salma Hayek, Alfred Molina, Geoffrey Rush, Mía Maestro",$25.89M,Biography
Amistad,Steven Spielberg,"Djimon Hounsou, Matthew McConaughey, Anthony Hopkins, Morgan Freeman",$44.18M,Biography
The People vs. Larry Flynt,Milos Forman,"Woody Harrelson, Courtney Love, Edward Norton, Brett Harrelson",$20.19M,Biography
The Basketball Diaries,Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio",$2.42M,Biography
Heavenly Creatures,Peter Jackson,"Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent",$3.05M,Biography
This Boy's Life,Michael Caton-Jones,"Robert De Niro, Leonardo DiCaprio, Ellen Barkin, Jonah Blechman",$4.10M,Biography
"Good Morning, Vietnam",Barry Levinson,"Robin Williams, Forest Whitaker, Tom. T. Tran, Chintara Sukapatana",$123.92M,Biography
Dolemite Is My Name,Craig Brewer,"Eddie Murphy, Keegan-Michael Key, Mike Epps, Craig Robinson",Gross Unkown,Biography
The Report,Scott Z. Burns,"Adam Driver, Annette Bening, Jon Hamm, Ted Levine",Gross Unkown,Biography
The Post,Steven Spielberg,"Meryl Streep, Tom Hanks, Sarah Paulson, Bob Odenkirk",$81.90M,Biography
Vice,Adam McKay,"Christian Bale, Amy Adams, Steve Carell, Sam Rockwell",$47.84M,Biography
The Professor and the Madman,Farhad Safinia,"Mel Gibson, Sean Penn, Eddie Marsan, Natalie Dormer",Gross Unkown,Biography
Papillon,Michael Noer,"Charlie Hunnam, Damijan Oklopdzic, Christopher Fairbank, Jason Ryan",$2.34M,Adventure
The Founder,John Lee Hancock,"Michael Keaton, Nick Offerman, John Carroll Lynch, Linda Cardellini",$12.79M,Biography
The End of the Tour,James Ponsoldt,"Jason Segel, Jesse Eisenberg, Anna Chlumsky, Mamie Gummer",$2.99M,Biography
Stan & Ollie,Jon S. Baird,"Steve Coogan, John C. Reilly, Shirley Henderson, Nina Arianda",$5.47M,Biography
A Beautiful Day in the Neighborhood,Marielle Heller,"Matthew Rhys, Tom Hanks, Chris Cooper, Susan Kelechi Watson",$61.70M,Biography
Steve Jobs,Danny Boyle,"Michael Fassbender, Kate Winslet, Seth Rogen, Jeff Daniels",$17.77M,Biography
The Sessions,Ben Lewin,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood",$6.00M,Biography
Testament of Youth,James Kent,"Alicia Vikander, Kit Harington, Taron Egerton, Dominic West",$1.82M,Biography
The Butler,Lee Daniels,"Forest Whitaker, Oprah Winfrey, John Cusack, Jane Fonda",$116.63M,Biography
Conviction,Tony Goldwyn,"Hilary Swank, Sam Rockwell, Melissa Leo, Thomas D. Mahard",$6.78M,Biography
Lawless,John Hillcoat,"Tom Hardy, Shia LaBeouf, Guy Pearce, Jason Clarke",$37.40M,Biography
Secretariat,Randall Wallace,"Diane Lane, John Malkovich, Margo Martindale, Nelsan Ellis",$59.71M,Biography
The Young Victoria,Jean-Marc Vallée,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",$11.00M,Biography
Che: Part One,Steven Soderbergh,"Julia Ormond, Benicio Del Toro, Oscar Isaac, Pablo Guevara",$1.73M,Biography
An American Crime,Tommy O'Haver,"Elliot Page, Hayley McFarland, Nick Searcy, Romy Rosemont",Gross Unkown,Biography
The Man Who Knew Infinity,Matt Brown,"Dev Patel, Jeremy Irons, Malcolm Sinclair, Raghuvir Joshi",$3.87M,Biography
Glory Road,James Gartner,"Josh Lucas, Derek Luke, Austin Nichols, Jon Voight",$42.64M,Biography
Before Night Falls,Julian Schnabel,"Javier Bardem, Johnny Depp, Olatz López Garmendia, Giovani Florido",$4.22M,Biography
Men of Honor,George Tillman Jr.,"Cuba Gooding Jr., Robert De Niro, Charlize Theron, Aunjanue Ellis",$48.82M,Biography
The Doors,Oliver Stone,"Val Kilmer, Meg Ryan, Kyle MacLachlan, Frank Whaley",$35.18M,Biography
Born on the Fourth of July,Oliver Stone,"Tom Cruise, Bryan Larkin, Raymond J. Barry, Caroline Kava",$70.00M,Biography
Mask,Peter Bogdanovich,"Cher, Eric Stoltz, Sam Elliott, Estelle Getty",$48.23M,Biography
Bad Education,Cory Finley,"Hugh Jackman, Ray Romano, Welker White, Allison Janney",Gross Unkown,Biography
Fighting with My Family,Stephen Merchant,"Dwayne Johnson, Lena Headey, Vince Vaughn, Florence Pugh",$22.96M,Biography
On the Basis of Sex,Mimi Leder,"Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston",$24.62M,Biography
Can You Ever Forgive Me?,Marielle Heller,"Melissa McCarthy, Richard E. Grant, Dolly Wells, Ben Falcone",$8.80M,Biography
Miracles from Heaven,Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",$61.71M,Biography
The Dig,Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn",Gross Unkown,Biography
Race,Stephen Hopkins,"Stephan James, Jason Sudeikis, Eli Goree, Shanice Banton",$19.10M,Biography
Concussion,Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse",$34.54M,Biography
The Glass Castle,Destin Daniel Cretton,"Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",$17.27M,Biography
Wild,Jean-Marc Vallée,"Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman",$37.88M,Adventure
Mandela: Long Walk to Freedom,Justin Chadwick,"Idris Elba, Naomie Harris, Terry Pheto, Robert Hobbs",$8.32M,Biography
Tracks,John Curran,"Mia Wasikowska, Adam Driver, Lily Pearl, Philip Dodd",$0.51M,Adventure
The Railway Man,Jonathan Teplitzky,"Colin Firth, Nicole Kidman, Stellan Skarsgård, Jeremy Irvine",$4.44M,Biography
War Dogs,Todd Phillips,"Jonah Hill, Miles Teller, Steve Lantz, Gregg Weiner",$43.03M,Biography
Goodbye Christopher Robin,Simon Curtis,"Domhnall Gleeson, Margot Robbie, Kelly Macdonald, Vicki Pepperdine",$1.74M,Biography
Chasing Mavericks,"Directors:Michael Apted, Curtis Hanson","Jonny Weston, Gerard Butler, Elisabeth Shue, Abigail Spencer",$6.00M,Biography
The Devil's Double,Lee Tamahori,"Dominic Cooper, Ludivine Sagnier, Raad Rawi, Philip Quast",$1.36M,Biography
Nowhere Boy,Sam Taylor-Johnson,"Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff, David Threlfall",$1.45M,Biography
Agora,Alejandro Amenábar,"Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom",$0.62M,Adventure
The Whistleblower,Larysa Kondracki,"Rachel Weisz, Monica Bellucci, Vanessa Redgrave, David Strathairn",$1.12M,Biography
The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Amber Heard, Ben Whishaw",$11.11M,Biography
Kinsey,Bill Condon,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard",$10.21M,Biography
Lords of Dogtown,Catherine Hardwicke,"Heath Ledger, Emile Hirsch, Victor Rasuk, Johnny Knoxville",$11.01M,Biography
Chopper,Andrew Dominik,"Eric Bana, Simon Lyndon, Vince Colosimo, Renée Brack",$0.23M,Biography
Seven Years in Tibet,Jean-Jacques Annaud,"Brad Pitt, David Thewlis, BD Wong, Mako",$37.96M,Adventure
Michael Collins,Neil Jordan,"Liam Neeson, Aidan Quinn, Julia Roberts, Ian Hart",$11.09M,Biography
Nixon,Oliver Stone,"Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris",$13.56M,Biography
Alive,Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay",$36.73M,Biography
Out of Africa,Sydney Pollack,"Meryl Streep, Robert Redford, Klaus Maria Brandauer, Michael Kitchen",$87.10M,Biography
Chariots of Fire,Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell, Nigel Havers",$58.97M,Biography
American Animals,Bart Layton,"Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen",$2.86M,Biography
Professor Marston and the Wonder Women,Angela Robinson,"Luke Evans, Rebecca Hall, Bella Heathcote, Connie Britton",$1.59M,Biography
Loving,Jeff Nichols,"Ruth Negga, Joel Edgerton, Will Dalton, Dean Mumford",$7.70M,Biography
Colonia,Florian Gallenberger,"Emma Watson, Daniel Brühl, Michael Nyqvist, Richenda Carey",Gross Unkown,Biography
Danny Collins,Dan Fogelman,"Al Pacino, Annette Bening, Jennifer Garner, Bobby Cannavale",$5.35M,Biography
The Zookeeper's Wife,Niki Caro,"Jessica Chastain, Johan Heldenbergh, Daniel Brühl, Timothy Radford",$17.45M,Biography
Million Dollar Arm,Craig Gillespie,"Jon Hamm, Aasif Mandvi, Alan Arkin, Suraj Sharma",$36.45M,Biography
Soul Surfer,Sean McNamara,"AnnaSophia Robb, Dennis Quaid, Helen Hunt, Carrie Underwood",$43.85M,Biography
Pawn Sacrifice,Edward Zwick,"Tobey Maguire, Liev Schreiber, Peter Sarsgaard, Michael Stuhlbarg",$2.44M,Biography
Kill the Irishman,Jonathan Hensleigh,"Ray Stevenson, Christopher Walken, Vincent D'Onofrio, Val Kilmer",$1.19M,Biography
The Infiltrator,Brad Furman,"Bryan Cranston, John Leguizamo, Diane Kruger, Amy Ryan",$15.43M,Biography
Behind the Candelabra,Steven Soderbergh,"Michael Douglas, Matt Damon, Scott Bakula, Eric Zuckerman",Gross Unkown,Biography
Julie & Julia,Nora Ephron,"Amy Adams, Meryl Streep, Chris Messina, Stanley Tucci",$94.13M,Biography
Big Eyes,Tim Burton,"Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",$14.48M,Biography
Foxcatcher,Bennett Miller,"Steve Carell, Channing Tatum, Mark Ruffalo, Vanessa Redgrave",$12.10M,Biography
Gangubai Kathiawadi,Sanjay Leela Bhansali,"Alia Bhatt, Shantanu Maheshwari, Vijay Raaz, Indira Tiwari",Gross Unkown,Biography
The Dirt,Jeff Tremaine,"Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber",Gross Unkown,Biography
Miss Potter,Chris Noonan,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn",$2.98M,Biography
Charlie Wilson's War,Mike Nichols,"Tom Hanks, Julia Roberts, Philip Seymour Hoffman, Amy Adams",$66.66M,Biography
Invincible,Ericson Core,"Mark Wahlberg, Greg Kinnear, Elizabeth Banks, Kevin Conway",$57.79M,Biography
Gridiron Gang,Phil Joanou,"Dwayne Johnson, Xzibit, L. Scott Caldwell, Leon Rippy",$38.43M,Biography
Find Me Guilty,Sidney Lumet,"Vin Diesel, Peter Dinklage, Ron Silver, Alex Rocco",$1.17M,Biography
Jarhead,Sam Mendes,"Jake Gyllenhaal, Jamie Foxx, Lucas Black, Scott MacDonald",$62.66M,Biography
Becoming Jane,Julian Jarrold,"Anne Hathaway, James McAvoy, Julie Walters, James Cromwell",$18.67M,Biography
Breach,Billy Ray,"Chris Cooper, Ryan Phillippe, Dennis Haysbert, Laura Linney",$33.23M,Biography
Bobby,Emilio Estevez,"Anthony Hopkins, Demi Moore, Sharon Stone, Harry Belafonte",$11.24M,Biography
Confessions of a Dangerous Mind,George Clooney,"Sam Rockwell, Drew Barrymore, George Clooney, Julia Roberts",$16.00M,Biography
Pollock,Ed Harris,"Ed Harris, Marcia Gay Harden, Robert Knott, Molly Regan",$8.60M,Biography
Kundun,Martin Scorsese,"Tenzin Thuthob Tsarong, Gyurme Tethong, Tulku Jamyang Kunga Tenzin, Tenzin Yeshi Paichang",$5.53M,Biography
Henry: Portrait of a Serial Killer,John McNaughton,"Michael Rooker, Tracy Arnold, Tom Towles, Mary Demas",$0.61M,Biography
Gorillas in the Mist: The Story of Dian Fossey,Michael Apted,"Sigourney Weaver, Bryan Brown, Julie Harris, John Omirah Miluwi",$24.72M,Biography
Sid and Nancy,Alex Cox,"Gary Oldman, Chloe Webb, David Hayman, Debby Bishop",$2.83M,Biography
Cleopatra,Joseph L. Mankiewicz,"Elizabeth Taylor, Richard Burton, Rex Harrison, Pamela Brown",$57.78M,Biography
Boy Erased,Joel Edgerton,"Lucas Hedges, Nicole Kidman, Joel Edgerton, Russell Crowe",$6.79M,Biography
At Eternity's Gate,Julian Schnabel,"Willem Dafoe, Rupert Friend, Oscar Isaac, Mads Mikkelsen",$2.29M,Biography
Borg McEnroe,Janus Metz,"Sverrir Gudnason, Shia LaBeouf, Stellan Skarsgård, Tuva Novotny",$14.11M,Biography
Stronger,David Gordon Green,"Jake Gyllenhaal, Tatiana Maslany, Miranda Richardson, Richard Lane Jr.",$4.21M,Biography
Legend,Brian Helgeland,"Tom Hardy, Emily Browning, Taron Egerton, Paul Anderson",$1.87M,Biography
The Highwaymen,John Lee Hancock,"Kevin Costner, Woody Harrelson, Kathy Bates, John Carroll Lynch",Gross Unkown,Biography
My Week with Marilyn,Simon Curtis,"Michelle Williams, Eddie Redmayne, Kenneth Branagh, Julia Ormond",$14.60M,Biography
Black Mass,Scott Cooper,"Johnny Depp, Benedict Cumberbatch, Dakota Johnson, Joel Edgerton",$62.58M,Biography
Kill the Messenger,Michael Cuesta,"Jeremy Renner, Robert Patrick, Jena Sims, Robert Pralgo",$2.45M,Biography
The Duchess,Saul Dibb,"Keira Knightley, Ralph Fiennes, Dominic Cooper, Charlotte Rampling",$13.82M,Biography
Bright Star,Jane Campion,"Abbie Cornish, Ben Whishaw, Paul Schneider, Kerry Fox",$4.44M,Biography
Goya's Ghosts,Milos Forman,"Javier Bardem, Natalie Portman, Stellan Skarsgård, Randy Quaid",$1.00M,Biography
Alpha Dog,Nick Cassavetes,"Emile Hirsch, Justin Timberlake, Anton Yelchin, Bruce Willis",$15.23M,Biography
The Assassination of Richard Nixon,Niels Mueller,"Sean Penn, Naomi Watts, Don Cheadle, Jack Thompson",$0.70M,Biography
Girl with a Pearl Earring,Peter Webber,"Scarlett Johansson, Colin Firth, Tom Wilkinson, Judy Parfitt",$11.63M,Biography
Radio,Michael Tollin,"Cuba Gooding Jr., Ed Harris, Debra Winger, S. Epatha Merkerson",$52.28M,Biography
Bully,Larry Clark,"Brad Renfro, Nick Stahl, Bijou Phillips, Rachel Miner",$1.54M,Biography
Private Parts,Betty Thomas,"Howard Stern, Mary McCormack, Robin Quivers, Fred Norris",$41.20M,Biography
Rob Roy,Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt, Tim Roth",$31.60M,Adventure
La Bamba,Luis Valdez,"Lou Diamond Phillips, Esai Morales, Rosanna DeSoto, Elizabeth Peña",$54.22M,Biography
Judy,Rupert Goold,"Renée Zellweger, Jessie Buckley, Finn Wittrock, Rufus Sewell",Gross Unkown,Biography
Munich: The Edge of War,Christian Schwochow,"George MacKay, Jannis Niewöhner, Jeremy Irons, Liv Lisa Fries",Gross Unkown,Biography
Bombshell,Jay Roach,"Charlize Theron, Nicole Kidman, Margot Robbie, John Lithgow",Gross Unkown,Biography
"Don't Worry, He Won't Get Far on Foot",Gus Van Sant,"Joaquin Phoenix, Jonah Hill, Rooney Mara, Jack Black",$1.44M,Biography
Victoria & Abdul,Stephen Frears,"Judi Dench, Ali Fazal, Tim Pigott-Smith, Eddie Izzard",$22.25M,Biography
Escape from Pretoria,Francis Annan,"Daniel Radcliffe, Daniel Webber, Ian Hart, Mark Leonard Winter",Gross Unkown,Biography
All the Money in the World,Ridley Scott,"Michelle Williams, Christopher Plummer, Mark Wahlberg, Romain Duris",$25.11M,Biography
Florence Foster Jenkins,Stephen Frears,"Meryl Streep, Hugh Grant, Simon Helberg, Rebecca Ferguson",$27.37M,Biography
Tolkien,Dome Karukoski,"Nicholas Hoult, Lily Collins, Colm Meaney, Derek Jacobi",$4.54M,Biography
Mr. Turner,Mike Leigh,"Timothy Spall, Paul Jesson, Dorothy Atkinson, Marion Bailey",$3.96M,Biography
The 33,Patricia Riggen,"Antonio Banderas, Rodrigo Santoro, Juliette Binoche, James Brolin",$12.19M,Biography
Jersey Boys,Clint Eastwood,"John Lloyd Young, Erich Bergen, Michael Lomenda, Vincent Piazza",$47.03M,Biography
Bernie,Richard Linklater,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman",$9.20M,Biography
Bleed for This,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds",$4.85M,Biography
The Iceman,Ariel Vromen,"Michael Shannon, Chris Evans, James Franco, Winona Ryder",$1.94M,Biography
Mank,David Fincher,"Gary Oldman, Amanda Seyfried, Lily Collins, Tom Pelphrey",Gross Unkown,Biography
Fair Game,Doug Liman,"Naomi Watts, Sean Penn, Sonya Davison, Vanessa Chong",$9.53M,Biography
Hitchcock,Sacha Gervasi,"Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston",$6.01M,Biography
The Stanford Prison Experiment,Kyle Patrick Alvarez,"Ezra Miller, Tye Sheridan, Billy Crudup, Olivia Thirlby",$0.64M,Biography
Elizabeth: The Golden Age,Shekhar Kapur,"Cate Blanchett, Clive Owen, Geoffrey Rush, Jordi Mollà",$16.29M,Biography
Che: Part Two,Steven Soderbergh,"Demián Bichir, Rodrigo Santoro, Benicio Del Toro, Catalina Sandino Moreno",Gross Unkown,Biography
I'm Not There,Todd Haynes,"Christian Bale, Cate Blanchett, Heath Ledger, Ben Whishaw",$4.02M,Biography
Patch Adams,Tom Shadyac,"Robin Williams, Daniel London, Monica Potter, Philip Seymour Hoffman",$135.03M,Biography
Selena,Gregory Nava,"Jennifer Lopez, Edward James Olmos, Jon Seda, Jackie Guerra",$35.42M,Biography
Bugsy,Barry Levinson,"Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley",$49.11M,Biography
Battle of the Sexes,"Directors:Jonathan Dayton, Valerie Faris","Emma Stone, Steve Carell, Andrea Riseborough, Sarah Silverman",$12.64M,Biography
The Lady in the Van,Nicholas Hytner,"Maggie Smith, Alex Jennings, Jim Broadbent, Clare Hammond",$10.02M,Biography
The Old Man & the Gun,David Lowery,"Robert Redford, Casey Affleck, Sissy Spacek, Danny Glover",$11.28M,Biography
"Extremely Wicked, Shockingly Evil and Vile",Joe Berlinger,"Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer",Gross Unkown,Biography
Jackie,Pablo Larraín,"Natalie Portman, Peter Sarsgaard, Greta Gerwig, Billy Crudup",$13.96M,Biography
Hysteria,Tanya Wexler,"Maggie Gyllenhaal, Hugh Dancy, Jonathan Pryce, Felicity Jones",$1.80M,Biography
Taking Woodstock,Ang Lee,"Demetri Martin, Henry Goodman, Edward Hibbert, Imelda Staunton",$7.44M,Biography
Coco avant Chanel,Anne Fontaine,"Audrey Tautou, Benoît Poelvoorde, Alessandro Nivola, Marie Gillain",$6.11M,Biography
The Soloist,Joe Wright,"Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",$31.67M,Biography
The Other Boleyn Girl,Justin Chadwick,"Natalie Portman, Scarlett Johansson, Eric Bana, Jim Sturgess",$26.81M,Biography
The New World,Terrence Malick,"Colin Farrell, Q'orianka Kilcher, Christopher Plummer, Christian Bale",$12.71M,Biography
Ali,Michael Mann,"Will Smith, Jamie Foxx, Jon Voight, Mario Van Peebles",$58.20M,Biography
The Eyes of Tammy Faye,Michael Showalter,"Jessica Chastain, Andrew Garfield, Cherry Jones, Vincent D'Onofrio",Gross Unkown,Biography
Operation Finale,Chris Weitz,"Oscar Isaac, Ben Kingsley, Mélanie Laurent, Lior Raz",$17.61M,Biography
Whiskey Tango Foxtrot,"Directors:Glenn Ficarra, John Requa","Tina Fey, Margot Robbie, Martin Freeman, Alfred Molina",$23.05M,Biography
Joy,David O. Russell,"Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez",$56.45M,Biography
Spencer,Pablo Larraín,"Kristen Stewart, Timothy Spall, Sally Hawkins, Jack Nielen",Gross Unkown,Biography
The Lost City of Z,James Gray,"Charlie Hunnam, Robert Pattinson, Sienna Miller, Tom Holland",$8.58M,Adventure
House of Gucci,Ridley Scott,"Lady Gaga, Adam Driver, Al Pacino, Jeremy Irons",Gross Unkown,Biography
I Love You Phillip Morris,"Directors:Glenn Ficarra, John Requa","Jim Carrey, Ewan McGregor, Leslie Mann, Rodrigo Santoro",$2.04M,Biography
A Mighty Heart,Michael Winterbottom,"Angelina Jolie, Dan Futterman, Irrfan Khan, Archie Panjabi",$9.18M,Biography
Notorious,George Tillman Jr.,"Jamal Woolard, Anthony Mackie, Derek Luke, Momo Dione",$36.84M,Biography
Being the Ricardos,Aaron Sorkin,"Nicole Kidman, Javier Bardem, J.K. Simmons, Nina Arianda",Gross Unkown,Biography
Imperium,Daniel Ragussis,"Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell",Gross Unkown,Biography
The Current War,Alfonso Gomez-Rejon,"Benedict Cumberbatch, Oliver Powell, Sophia Ally, Tuppence Middleton",Gross Unkown,Biography
J. Edgar,Clint Eastwood,"Leonardo DiCaprio, Armie Hammer, Naomi Watts, Josh Hamilton",$37.31M,Biography
