name,genre,score,director,star,budget,gross
We Were Soldiers,Action,7.2,Randall Wallace,Mel Gibson,75000000.0,115374915.0
The Sweetest Thing,Comedy,5.2,Roger Kumble,Cameron Diaz,43000000.0,69319426.0
xXx,Action,5.9,Rob Cohen,Vin Diesel,70000000.0,277448382.0
Equilibrium,Action,7.4,Kurt Wimmer,Christian Bale,20000000.0,5368217.0
The Scorpion King,Action,5.5,Chuck Russell,Dwayne Johnson,60000000.0,180630907.0
Punch-Drunk Love,Comedy,7.3,Paul Thomas Anderson,Adam Sandler,25000000.0,24675714.0
Die Another Day,Action,6.1,Lee Tamahori,Pierce Brosnan,142000000.0,431971116.0
The Time Machine,Action,6.0,Simon Wells,Guy Pearce,80000000.0,123729176.0
Bend It Like Beckham,Comedy,6.6,Gurinder Chadha,Parminder Nagra,,76585828.0
The Transporter,Action,6.8,Louis Leterrier,Jason Statham,21000000.0,43928932.0
Blue Crush,Drama,5.7,John Stockwell,Kate Bosworth,25000000.0,51843679.0
Ghost Ship,Horror,5.5,Steve Beck,Julianna Margulies,20000000.0,68349884.0
Van Wilder,Comedy,6.4,Walt Becker,Ryan Reynolds,5000000.0,38275483.0
Maid in Manhattan,Comedy,5.3,Wayne Wang,Jennifer Lopez,55000000.0,154906693.0
Spirit: Stallion of the Cimarron,Animation,7.2,Kelly Asbury,Matt Damon,80000000.0,122563539.0
Blade II,Action,6.7,Guillermo del Toro,Wesley Snipes,54000000.0,155010032.0
Frida,Biography,7.4,Julie Taymor,Salma Hayek,12000000.0,56298474.0
Phone Booth,Crime,7.0,Joel Schumacher,Colin Farrell,13000000.0,97837138.0
About a Boy,Comedy,7.1,Chris Weitz,Hugh Grant,30000000.0,130549455.0
Confessions of a Dangerous Mind,Biography,7.0,George Clooney,Sam Rockwell,30000000.0,33013805.0
Kung Pow: Enter the Fist,Action,6.2,Steve Oedekerk,Steve Oedekerk,10000000.0,16994625.0
Hero,Action,7.9,Yimou Zhang,Jet Li,31000000.0,177395557.0
Star Trek: Nemesis,Action,6.4,Stuart Baird,Patrick Stewart,60000000.0,67336470.0
Eight Legged Freaks,Action,5.4,Ellory Elkayem,David Arquette,30000000.0,45867333.0
Queen of the Damned,Drama,5.3,Michael Rymer,Aaliyah,35000000.0,45479110.0
Femme Fatale,Crime,6.2,Brian De Palma,Rebecca Romijn,35000000.0,16838910.0
The Hours,Drama,7.5,Stephen Daldry,Meryl Streep,25000000.0,108846072.0
40 Days and 40 Nights,Comedy,5.6,Michael Lehmann,Josh Hartnett,17000000.0,95146283.0
One Hour Photo,Drama,6.8,Mark Romanek,Robin Williams,12000000.0,52223306.0
Cabin Fever,Horror,5.6,Eli Roth,Jordan Ladd,1500000.0,30553394.0
Secret Things,Comedy,6.1,Jean-Claude Brisseau,Coralie Revel,,234255.0
The New Guy,Comedy,5.9,Ed Decter,DJ Qualls,13000000.0,31167388.0
Orange County,Comedy,6.2,Jake Kasdan,Colin Hanks,18000000.0,43325009.0
Mr. Deeds,Comedy,5.8,Steven Brill,Adam Sandler,50000000.0,171269535.0
Devdas,Drama,7.6,Sanjay Leela Bhansali,Shah Rukh Khan,,5427830.0
John Q,Crime,7.1,Nick Cassavetes,Denzel Washington,36000000.0,102244770.0
Crossroads,Comedy,3.6,Tamra Davis,Britney Spears,12000000.0,61141030.0
25th Hour,Drama,7.6,Spike Lee,Edward Norton,5000000.0,23932055.0
Infernal Affairs,Action,8.0,Andrew Lau,Andy Lau,6428966.0,8836958.0
Solaris,Drama,6.2,Steven Soderbergh,George Clooney,47000000.0,30002758.0
Like Mike,Comedy,5.3,John Schultz,Shad Moss,30000000.0,62274780.0
The Rules of Attraction,Comedy,6.6,Roger Avary,James Van Der Beek,4000000.0,11832822.0
I Spy,Action,5.4,Betty Thomas,Eddie Murphy,70000000.0,51386477.0
The Mothman Prophecies,Drama,6.4,Mark Pellington,Richard Gere,32000000.0,55305279.0
Antwone Fisher,Biography,7.3,Denzel Washington,Denzel Washington,12500000.0,23367586.0
The Good Girl,Drama,6.4,Miguel Arteta,Jennifer Aniston,8000000.0,16860964.0
Spun,Comedy,6.8,Jonas Åkerlund,Jason Schwartzman,2000000.0,685608.0
Sympathy for Mr. Vengeance,Crime,7.6,Park Chan-Wook,Kang-ho Song,4000000.0,2046061.0
Enough,Crime,5.8,Michael Apted,Jennifer Lopez,38000000.0,51806184.0
High Crimes,Crime,6.4,Carl Franklin,Jim Caviezel,42000000.0,63781810.0
Two Weeks Notice,Comedy,6.1,Marc Lawrence,Sandra Bullock,60000000.0,199043471.0
Death to Smoochy,Comedy,6.3,Danny DeVito,Robin Williams,50000000.0,8382938.0
The Four Feathers,Action,6.5,Shekhar Kapur,Heath Ledger,35000000.0,29882645.0
Better Luck Tomorrow,Crime,7.0,Justin Lin,Parry Shen,250000.0,3809226.0
Big Fat Liar,Adventure,5.5,Shawn Levy,Frankie Muniz,15000000.0,52970014.0
About Schmidt,Comedy,7.1,Alexander Payne,Jack Nicholson,30000000.0,105834556.0
The Master of Disguise,Adventure,3.3,Perry Andelin Blake,Dana Carvey,16000000.0,43411001.0
Drumline,Comedy,5.9,Charles Stone III,Nick Cannon,20000000.0,57588485.0
Halloween: Resurrection,Horror,4.0,Rick Rosenthal,Jamie Lee Curtis,13000000.0,37664855.0
Windtalkers,Action,6.1,John Woo,Nicolas Cage,115000000.0,77628265.0
Friday After Next,Comedy,5.8,Marcus Raboy,Ice Cube,10000000.0,33526835.0
Eye See You,Crime,5.3,Jim Gillespie,Sylvester Stallone,55000000.0,6632383.0
Undercover Brother,Action,5.9,Malcolm D. Lee,Eddie Griffin,25000000.0,41604473.0
Spy Kids 2: Island of Lost Dreams,Action,5.2,Robert Rodriguez,Alexa PenaVega,38000000.0,119723358.0
Tuck Everlasting,Drama,6.6,Jay Russell,Alexis Bledel,15000000.0,19344615.0
The Rookie,Drama,6.9,John Lee Hancock,Dennis Quaid,22000000.0,80693537.0
Murder by Numbers,Crime,6.2,Barbet Schroeder,Sandra Bullock,50000000.0,56714147.0
Hart's War,Drama,6.3,Gregory Hoblit,Bruce Willis,70000000.0,32287044.0
Asterix & Obelix: Mission Cleopatra,Adventure,6.7,Alain Chabat,Gérard Depardieu,,128027976.0
Swept Away,Comedy,3.6,Guy Ritchie,Madonna,10000000.0,1036520.0
May,Comedy,6.6,Lucky McKee,Angela Bettis,500000.0,264349.0
Dragonfly,Drama,6.1,Tom Shadyac,Kevin Costner,60000000.0,52323400.0
Juwanna Mann,Comedy,4.6,Jesse Vaughan,Miguel A. Núñez Jr.,15600000.0,13802599.0
Divine Secrets of the Ya-Ya Sisterhood,Drama,6.1,Callie Khouri,Sandra Bullock,27000000.0,73839240.0
Dirty Pretty Things,Crime,7.3,Stephen Frears,Chiwetel Ejiofor,10000000.0,13904766.0
Paid in Full,Action,7.1,Charles Stone III,Mekhi Phifer,,3116526.0
The Tuxedo,Action,5.4,Kevin Donovan,Jackie Chan,60000000.0,104391623.0
Swimfan,Drama,5.1,John Polson,Jesse Bradford,10000000.0,34411240.0
Talk to Her,Drama,7.9,Pedro Almodóvar,Rosario Flores,,64790996.0
Lilya 4-Ever,Crime,7.8,Lukas Moodysson,Oksana Akinshina,,1007747.0
Serving Sara,Comedy,5.3,Reginald Hudlin,Matthew Perry,29000000.0,20146150.0
K-19: The Widowmaker,Drama,6.7,Kathryn Bigelow,Harrison Ford,100000000.0,65716126.0
Stuart Little 2,Animation,5.5,Rob Minkoff,Michael J. Fox,120000000.0,169956806.0
Igby Goes Down,Comedy,6.9,Burr Steers,Kieran Culkin,9000000.0,6919198.0
24 Hour Party People,Biography,7.3,Michael Winterbottom,Steve Coogan,,2801397.0
Rollerball,Action,3.1,John McTiernan,Chris Klein,70000000.0,25852764.0
Changing Lanes,Drama,6.5,Roger Michell,Ben Affleck,45000000.0,94935764.0
White Oleander,Drama,7.1,Peter Kosminsky,Michelle Pfeiffer,16000000.0,21672284.0
Below,Action,6.2,David Twohy,Bruce Greenwood,40000000.0,2622015.0
Big Trouble,Comedy,6.5,Barry Sonnenfeld,Tim Allen,40000000.0,8493890.0
Far from Heaven,Drama,7.4,Todd Haynes,Julianne Moore,13500000.0,29027914.0
Bubba Ho-Tep,Comedy,7.0,Don Coscarelli,Bruce Campbell,1000000.0,1239183.0
S1m0ne,Comedy,6.1,Andrew Niccol,Al Pacino,10000000.0,19576023.0
Auto Focus,Biography,6.6,Paul Schrader,Greg Kinnear,7000000.0,2704951.0
Blood Work,Action,6.4,Clint Eastwood,Clint Eastwood,50000000.0,31794718.0
Collateral Damage,Action,5.5,Andrew Davis,Arnold Schwarzenegger,85000000.0,78382433.0
Undisputed,Action,6.2,Walter Hill,Wesley Snipes,20000000.0,14946150.0
The Salton Sea,Crime,7.1,D.J. Caruso,Val Kilmer,18000000.0,1073198.0
Ju-on: The Grudge,Horror,6.7,Takashi Shimizu,Megumi Okina,3500000.0,3657876.0
Barbershop,Comedy,6.3,Tim Story,Ice Cube,12000000.0,77063924.0
Whale Rider,Drama,7.5,Niki Caro,Keisha Castle-Hughes,3500000.0,41062976.0
Rabbit-Proof Fence,Adventure,7.4,Phillip Noyce,Everlyn Sampi,6000000.0,16217411.0
Trapped,Action,6.2,Luis Mandoki,Kevin Bacon,30000000.0,13414416.0
Narc,Crime,7.1,Joe Carnahan,Ray Liotta,6500000.0,12633747.0
In America,Drama,7.7,Jim Sheridan,Paddy Considine,,25382911.0
Dark Blue,Crime,6.6,Ron Shelton,Kurt Russell,15000000.0,12150301.0
Dahmer,Biography,5.6,David Jacobson,Jeremy Renner,250000.0,144008.0
Boat Trip,Comedy,4.9,Mort Nathan,Cuba Gooding Jr.,20000000.0,15020293.0
The Magdalene Sisters,Drama,7.7,Peter Mullan,Eileen Walsh,,21107578.0
Nicholas Nickleby,Adventure,7.1,Douglas McGrath,Charlie Hunnam,10000000.0,3651462.0
Bad Company,Action,5.6,Joel Schumacher,Anthony Hopkins,70000000.0,66200782.0
8 Women,Comedy,7.1,François Ozon,Fanny Ardant,,42426583.0
Spider,Drama,6.8,David Cronenberg,Ralph Fiennes,10000000.0,5808941.0
Snow Dogs,Adventure,5.2,Brian Levant,Cuba Gooding Jr.,33000000.0,115035090.0
The Quiet American,Drama,7.1,Phillip Noyce,Michael Caine,30000000.0,27674124.0
The Santa Clause 2,Comedy,5.7,Michael Lembeck,Tim Allen,65000000.0,172855065.0
Laurel Canyon,Drama,6.4,Lisa Cholodenko,Frances McDormand,,4412203.0
Slackers,Comedy,5.4,Dewey Nicks,Devon Sawa,14000000.0,6413915.0
Sorority Boys,Comedy,5.5,Wallace Wolodarsky,Barry Watson,12000000.0,12517488.0
The Country Bears,Comedy,4.2,Peter Hastings,Haley Joel Osment,35000000.0,18012097.0
All About the Benjamins,Action,5.9,Kevin Bray,Ice Cube,15000000.0,26306533.0
Abandon,Drama,4.9,Stephen Gaghan,Katie Holmes,25000000.0,12302219.0
Gerry,Adventure,6.1,Gus Van Sant,Casey Affleck,3500000.0,254683.0
The Spanish Apartment,Comedy,7.3,Cédric Klapisch,Romain Duris,,33272835.0
Clockstoppers,Action,5.2,Jonathan Frakes,Jesse Bradford,26000000.0,38793283.0
Pumpkin,Comedy,6.1,Anthony Abrams,Christina Ricci,,308552.0
Peter Pan 2: Return to Never Land,Animation,5.8,Robin Budd,Blayne Weaver,20000000.0,115121981.0
Russian Ark,Drama,7.4,Aleksandr Sokurov,Sergey Dreyden,,8690168.0
Poolhall Junkies,Comedy,6.9,Mars Callahan,Mars Callahan,4000000.0,563711.0
Feardotcom,Crime,3.4,William Malone,Stephen Dorff,40000000.0,18902015.0
Morvern Callar,Drama,6.8,Lynne Ramsay,Samantha Morton,,772336.0
No Good Deed,Crime,5.4,Bob Rafelson,Samuel L. Jackson,12000000.0,1440653.0
Darkness,Horror,5.4,Jaume Balagueró,Anna Paquin,10600000.0,33988736.0
Analyze That,Comedy,5.9,Harold Ramis,Robert De Niro,60000000.0,55003135.0
The Banger Sisters,Comedy,5.6,Bob Dolman,Susan Sarandon,10000000.0,38068353.0
Demonlover,Drama,5.9,Olivier Assayas,Connie Nielsen,,462976.0
The Wild Thornberrys,Animation,5.6,Cathy Malkasian,Tim Curry,25000000.0,60694737.0
The Adventures of Pluto Nash,Action,3.8,Ron Underwood,Eddie Murphy,100000000.0,7103973.0
Bloody Sunday,Drama,7.6,Paul Greengrass,James Nesbitt,,1758689.0
Eight Crazy Nights,Animation,5.3,Seth Kearsley,Adam Sandler,34000000.0,23833131.0
Full Frontal,Comedy,4.7,Steven Soderbergh,Julia Roberts,2000000.0,3438804.0
Moonlight Mile,Drama,6.6,Brad Silberling,Jake Gyllenhaal,21000000.0,10011050.0
Half Past Dead,Action,4.6,Don Michael Paul,Morris Chestnut,13000000.0,19233280.0
Life or Something Like It,Comedy,5.8,Stephen Herek,Angelina Jolie,40000000.0,16872671.0
Showtime,Action,5.5,Tom Dey,Robert De Niro,85000000.0,77885672.0
Open Hearts,Drama,7.5,Susanne Bier,Sonja Richter,,1692272.0
Ted Bundy,Biography,5.8,Matthew Bright,Michael Reilly Burke,1200000.0,68716.0
Sex Is Comedy,Comedy,5.6,Catherine Breillat,Anne Parillaud,,411830.0
Ballistic: Ecks vs. Sever,Action,3.7,Wych Kaosayananda,Antonio Banderas,70000000.0,20154899.0
Brown Sugar,Comedy,6.5,Rick Famuyiwa,Taye Diggs,8000000.0,28316451.0
Deuces Wild,Action,5.6,Scott Kalvert,Stephen Dorff,10000000.0,6282446.0
Pinocchio,Comedy,4.4,Roberto Benigni,Roberto Benigni,,44310395.0
The Emperor's Club,Drama,6.9,Michael Hoffman,Kevin Kline,12500000.0,16318449.0
All or Nothing,Drama,7.5,Mike Leigh,Timothy Spall,9000000.0,2845696.0
Sweet Sixteen,Crime,7.4,Ken Loach,Martin Compston,,3633509.0
Real Women Have Curves,Comedy,6.9,Patricia Cardoso,America Ferrera,3000000.0,7777790.0
The Crocodile Hunter: Collision Course,Action,5.4,John Stainton,Steve Irwin,12000000.0,33082548.0
Possession,Drama,6.3,Neil LaBute,Gwyneth Paltrow,25000000.0,14815898.0
City by the Sea,Crime,6.1,Michael Caton-Jones,Robert De Niro,40000000.0,29676703.0
Heaven,Crime,7.0,Tom Tykwer,Cate Blanchett,11000000.0,4247089.0
XX/XY,Drama,5.9,Austin Chick,Mark Ruffalo,,104130.0
Sonny,Crime,5.6,Nicolas Cage,James Franco,,132221.0
Kill Bill: Vol. 1,Action,8.1,Quentin Tarantino,Uma Thurman,30000000.0,180906076.0
Pirates of the Caribbean: the Curse of the Black Pearl,Action,8.0,Gore Verbinski,Johnny Depp,140000000.0,654264015.0
The Lord of the Rings: The Return of the King,Action,8.9,Peter Jackson,Elijah Wood,94000000.0,1146030912.0
Old School,Comedy,7.1,Todd Phillips,Luke Wilson,24000000.0,87135520.0
Mystic River,Crime,7.9,Clint Eastwood,Sean Penn,25000000.0,156595191.0
Love Actually,Comedy,7.6,Richard Curtis,Hugh Grant,40000000.0,245203167.0
The Life of David Gale,Crime,7.5,Alan Parker,Kevin Spacey,38000000.0,38955598.0
2 Fast 2 Furious,Action,5.9,John Singleton,Paul Walker,76000000.0,236350661.0
Underworld,Action,7.0,Len Wiseman,Kate Beckinsale,22000000.0,95708457.0
Oldboy,Action,8.4,Park Chan-Wook,Choi Min-sik,3000000.0,15189934.0
Lost in Translation,Comedy,7.7,Sofia Coppola,Bill Murray,4000000.0,118686937.0
Looney Tunes: Back in Action,Animation,5.7,Joe Dante,Brendan Fraser,80000000.0,68514844.0
Big Fish,Adventure,8.0,Tim Burton,Ewan McGregor,70000000.0,123218424.0
The Matrix Reloaded,Action,7.2,Lana Wachowski,Keanu Reeves,150000000.0,741847937.0
The Dreamers,Drama,7.2,Bernardo Bertolucci,Michael Pitt,15000000.0,24152155.0
Memories of Murder,Crime,8.1,Bong Joon Ho,Kang-ho Song,2800000.0,1162593.0
Finding Nemo,Animation,8.1,Andrew Stanton,Albert Brooks,94000000.0,940352645.0
Hulk,Action,5.6,Ang Lee,Eric Bana,137000000.0,245285165.0
School of Rock,Comedy,7.1,Richard Linklater,Jack Black,35000000.0,131095990.0
Thirteen,Drama,6.8,Catherine Hardwicke,Evan Rachel Wood,2000000.0,10128960.0
Wrong Turn,Horror,6.1,Rob Schmidt,Eliza Dushku,12600000.0,28650575.0
The Italian Job,Action,7.0,F. Gary Gray,Donald Sutherland,60000000.0,176070171.0
Terminator 3: Rise of the Machines,Action,6.3,Jonathan Mostow,Arnold Schwarzenegger,200000000.0,433371112.0
Peter Pan,Adventure,6.8,P.J. Hogan,Jeremy Sumpter,100000000.0,121975011.0
Monster,Biography,7.3,Patty Jenkins,Charlize Theron,8000000.0,58469210.0
The Matrix Revolutions,Action,6.7,Lana Wachowski,Keanu Reeves,150000000.0,427344325.0
Daredevil,Action,5.3,Mark Steven Johnson,Ben Affleck,78000000.0,179179718.0
Master and Commander: the Far Side of the World,Action,7.4,Peter Weir,Russell Crowe,150000000.0,211622535.0
The Missing,Adventure,6.5,Ron Howard,Tommy Lee Jones,60000000.0,38364277.0
The Room,Drama,3.7,Tommy Wiseau,Tommy Wiseau,6000000.0,4988181.0
The Texas Chainsaw Massacre,Crime,6.2,Marcus Nispel,Jessica Biel,9500000.0,107363905.0
S.W.A.T.,Action,6.0,Clark Johnson,Samuel L. Jackson,80000000.0,207725639.0
The Last Samurai,Action,7.7,Edward Zwick,Tom Cruise,140000000.0,454627263.0
Holes,Adventure,7.0,Andrew Davis,Shia LaBeouf,20000000.0,71406573.0
Timeline,Action,5.7,Richard Donner,Paul Walker,80000000.0,43935763.0
X2: X-Men United,Action,7.4,Bryan Singer,Patrick Stewart,110000000.0,407711549.0
The Rundown,Action,6.7,Peter Berg,Dwayne Johnson,85000000.0,80981914.0
House of 1000 Corpses,Horror,6.1,Rob Zombie,Sid Haig,7000000.0,16829545.0
Identity,Mystery,7.3,James Mangold,John Cusack,28000000.0,90259536.0
Once Upon a Time in Mexico,Action,6.4,Robert Rodriguez,Antonio Banderas,29000000.0,98769390.0
Swimming Pool,Crime,6.7,François Ozon,Charlotte Rampling,,22441497.0
Cold Mountain,Adventure,7.2,Anthony Minghella,Jude Law,79000000.0,173013509.0
Cheaper by the Dozen,Comedy,5.9,Shawn Levy,Steve Martin,40000000.0,190538630.0
In the Cut,Mystery,5.3,Jane Campion,Meg Ryan,12000000.0,23726793.0
Secondhand Lions,Comedy,7.5,Tim McCanlies,Haley Joel Osment,30000000.0,48260279.0
Scary Movie 3,Comedy,5.5,David Zucker,Anna Faris,48000000.0,220673217.0
How to Lose a Guy in 10 Days,Comedy,6.4,Donald Petrie,Kate Hudson,50000000.0,177502387.0
The League of Extraordinary Gentlemen,Action,5.8,Stephen Norrington,Sean Connery,78000000.0,179265204.0
What a Girl Wants,Comedy,5.8,Dennie Gordon,Amanda Bynes,25000000.0,50732139.0
Bad Boys II,Action,6.6,Michael Bay,Will Smith,130000000.0,273339556.0
Open Range,Action,7.4,Kevin Costner,Kevin Costner,22000000.0,68296293.0
Mona Lisa Smile,Drama,6.5,Mike Newell,Julia Roberts,65000000.0,141337989.0
Freddy vs. Jason,Action,5.7,Ronny Yu,Robert Englund,30000000.0,116632628.0
Bruce Almighty,Comedy,6.7,Tom Shadyac,Jim Carrey,81000000.0,484592874.0
Dogville,Crime,8.0,Lars von Trier,Nicole Kidman,10000000.0,16689283.0
Elf,Adventure,7.0,Jon Favreau,Will Ferrell,33000000.0,223853736.0
Freaky Friday,Comedy,6.2,Mark Waters,Jamie Lee Curtis,20000000.0,160846332.0
Charlie's Angels: Full Throttle,Action,4.9,McG,Drew Barrymore,120000000.0,259175788.0
Legally Blonde 2,Comedy,4.8,Charles Herman-Wurmfeld,Reese Witherspoon,45000000.0,124914842.0
Dickie Roberts: Former Child Star,Comedy,5.6,Sam Weisman,David Spade,17000000.0,23769505.0
Anger Management,Comedy,6.2,Peter Segal,Jack Nicholson,75000000.0,195745823.0
Open Water,Adventure,5.7,Chris Kentis,Blanchard Ryan,500000.0,54683487.0
Something's Gotta Give,Comedy,6.7,Nancy Meyers,Jack Nicholson,80000000.0,265328738.0
Girl with a Pearl Earring,Biography,6.9,Peter Webber,Scarlett Johansson,12000000.0,33030115.0
The Cat in the Hat,Adventure,4.0,Bo Welch,Mike Myers,109000000.0,133960541.0
Brother Bear,Animation,6.8,Aaron Blaise,Joaquin Phoenix,128000000.0,250397798.0
The Brown Bunny,Drama,5.0,Vincent Gallo,Vincent Gallo,10000000.0,402599.0
Tears of the Sun,Action,6.6,Antoine Fuqua,Bruce Willis,75000000.0,86468162.0
Final Destination 2,Horror,6.2,David R. Ellis,A.J. Cook,26000000.0,90941129.0
21 Grams,Crime,7.6,Alejandro G. Iñárritu,Sean Penn,20000000.0,60427839.0
Intolerable Cruelty,Comedy,6.2,Joel Coen,George Clooney,60000000.0,120801243.0
Johnny English,Action,6.2,Peter Howitt,Rowan Atkinson,40000000.0,160466000.0
The Hunted,Action,6.1,William Friedkin,Tommy Lee Jones,55000000.0,46061847.0
Matchstick Men,Comedy,7.3,Ridley Scott,Nicolas Cage,62000000.0,65565672.0
Under the Tuscan Sun,Comedy,6.8,Audrey Wells,Diane Lane,18000000.0,58878723.0
Seabiscuit,Drama,7.3,Gary Ross,Tobey Maguire,87000000.0,148336445.0
American Wedding,Comedy,6.3,Jesse Dylan,Jason Biggs,55000000.0,232722935.0
Just Married,Comedy,5.5,Shawn Levy,Ashton Kutcher,18000000.0,101564935.0
High Tension,Horror,6.8,Alexandre Aja,Cécile de France,,6291958.0
Lara Croft Tomb Raider: The Cradle of Life,Action,5.6,Jan de Bont,Angelina Jolie,95000000.0,160099222.0
Elephant,Crime,7.2,Gus Van Sant,Elias McConnell,3000000.0,10012022.0
Darkness Falls,Fantasy,5.0,Jonathan Liebesman,Chaney Kley,11000000.0,47488536.0
Spy Kids 3-D: Game Over,Action,4.3,Robert Rodriguez,Daryl Sabara,38000000.0,197101678.0
Gigli,Comedy,2.5,Martin Brest,Ben Affleck,54000000.0,7266209.0
Out of Time,Crime,6.5,Carl Franklin,Denzel Washington,50000000.0,55495563.0
The Core,Action,5.5,Jon Amiel,Aaron Eckhart,60000000.0,73498611.0
Dumb and Dumberer: When Harry Met Lloyd,Comedy,3.4,Troy Miller,Derek Richardson,19000000.0,39267515.0
Runaway Jury,Crime,7.1,Gary Fleder,John Cusack,60000000.0,80154140.0
Jeepers Creepers 2,Horror,5.6,Victor Salva,Jonathan Breck,17000000.0,63102666.0
Shanghai Knights,Action,6.2,David Dobkin,Jackie Chan,50000000.0,88323487.0
Dreamcatcher,Drama,5.5,Lawrence Kasdan,Morgan Freeman,68000000.0,81240406.0
"Spring, Summer, Fall, Winter... and Spring",Drama,8.0,Kim Ki-duk,Kim Ki-duk,,8945072.0
Daddy Day Care,Comedy,5.6,Steve Carr,Eddie Murphy,60000000.0,164433867.0
Paycheck,Action,6.3,John Woo,Ben Affleck,60000000.0,117248958.0
Duplex,Comedy,5.9,Danny DeVito,Ben Stiller,40000000.0,19322135.0
Honey,Drama,5.4,Bille Woodruff,Jessica Alba,18000000.0,62228395.0
Wonderland,Crime,6.6,James Cox,Val Kilmer,5000000.0,2466444.0
The Haunted Mansion,Comedy,5.1,Rob Minkoff,Eddie Murphy,90000000.0,182290266.0
Sinbad: Legend of the Seven Seas,Animation,6.7,Patrick Gilmore,Brad Pitt,60000000.0,80773077.0
House of the Dead,Action,2.1,Uwe Boll,Jonathan Cherry,12000000.0,13818181.0
Gods and Generals,Biography,6.3,Ron Maxwell,Stephen Lang,56000000.0,12923936.0
House of Sand and Fog,Crime,7.5,Vadim Perelman,Jennifer Connelly,16500000.0,16763804.0
A Man Apart,Action,6.1,F. Gary Gray,Vin Diesel,36000000.0,44350926.0
The Station Agent,Comedy,7.6,Tom McCarthy,Peter Dinklage,500000.0,8701337.0
Good Bye Lenin!,Comedy,7.7,Wolfgang Becker,Daniel Brühl,,79316957.0
Basic,Action,6.5,John McTiernan,John Travolta,50000000.0,42792561.0
The Human Stain,Drama,6.3,Robert Benton,Anthony Hopkins,30000000.0,22954068.0
Grind,Adventure,6.0,Casey La Scala,Adam Brody,6000000.0,5141166.0
Gothika,Horror,5.8,Mathieu Kassovitz,Halle Berry,40000000.0,141591324.0
Agent Cody Banks,Action,5.1,Harald Zwart,Frankie Muniz,28000000.0,58795814.0
Ong-Bak: The Thai Warrior,Action,7.2,Prachya Pinkaew,Tony Jaa,,20235426.0
Bad Santa,Comedy,7.0,Terry Zwigoff,Billy Bob Thornton,23000000.0,76490720.0
Shattered Glass,Drama,7.1,Billy Ray,Hayden Christensen,6000000.0,2944752.0
The Lizzie McGuire Movie,Adventure,5.5,Jim Fall,Hilary Duff,17000000.0,55534455.0
The Cooler,Drama,6.9,Wayne Kramer,William H. Macy,3200000.0,10464788.0
Cradle 2 the Grave,Action,5.8,Andrzej Bartkowiak,Jet Li,25000000.0,56489558.0
Uptown Girls,Comedy,6.2,Boaz Yakin,Brittany Murphy,20000000.0,44617342.0
A Mighty Wind,Comedy,7.2,Christopher Guest,Christopher Guest,,18750246.0
Cold Creek Manor,Drama,5.0,Mike Figgis,Dennis Quaid,,29119434.0
Calendar Girls,Comedy,6.9,Nigel Cole,Helen Mirren,10000000.0,93400759.0
Kal Ho Naa Ho,Comedy,7.9,Nikkhil Advani,Preity Zinta,,13200241.0
View from the Top,Comedy,5.3,Bruno Barreto,Gwyneth Paltrow,30000000.0,19526014.0
Malibu's Most Wanted,Comedy,5.2,John Whitesell,Jamie Kennedy,15000000.0,34622504.0
Kangaroo Jack,Action,4.4,David McNally,Anthony Anderson,60000000.0,88929111.0
